,,spre1,spre2,spre3,spre4,spre5,spre6
Emsdetten,spost30,0,0,0,0,0,0
Emsdetten,spost31,0,0,0,0,0,0
Emsdetten,spost32,0,0,0,0,0,0
Emsdetten,spost33,0,0,0,0,0,0
Emsdetten,spost34,0,0,0,0,0,0
Emsdetten,spost35,0,0,0,0,0,0
Emsdetten,spost36,0,0,0,0,0,0
Emsdetten,spost37,0,0,0,0,0,0
Emsdetten,spost38,0,0,0,0,0,0
Emsdetten,spost39,0,0,0,0,0,0
Emsdetten,spost40,0,0,0,0,0,0
Emsdetten,spost41,0,0,0,0,0,0
Emsdetten,spost42,0,0,0,0,0,0
Emsdetten,spost43,0,0,0,0,0,0
Emsdetten,spost44,0,0,0,0,0,0
Emsdetten,spost45,0,0,0,0,0,0
Emsdetten,spost46,0,0,0,0,0,0
Emsdetten,spost47,0,0,0,0,0,0
Emsdetten,spost48,0,0,0,0,0,0
Emsdetten,spost49,0,0,0,0,0,0
Emsdetten,spost50,0,0,0,0,0,0
Emsdetten,spost51,0,0,0,0,0,0
Emsdetten,spost52,0,1,0,0,0,0
Emsdetten,spost53,0,0,0,0,0,0
Emsdetten,spost54,0,0,0,0,0,0
Emsdetten,spost55,0,0,0,0,0,0
Brakel,spost1,1,1,1,1,1,0
Brakel,spost2,0,0,0,0,0,0
Brakel,spost3,0,0,0,0,0,0
Brakel,spost4,0,0,0,0,0,0
Brakel,spost5,0,0,0,0,0,0
Brakel,spost6,0,0,0,0,0,0
Brakel,spost7,0,0,0,0,0,0
Brakel,spost8,0,0,0,0,0,0
Brakel,spost9,0,0,0,0,0,0
Brakel,spost10,0,0,0,0,0,0
Brakel,spost11,0,0,0,0,0,0
Brakel,spost12,0,0,0,0,0,0
Brakel,spost13,0,0,0,0,0,0
Brakel,spost14,0,0,0,0,0,0
Brakel,spost15,0,0,0,0,0,0
Brakel,spost16,0,0,0,0,0,0
Brakel,spost17,0,0,0,0,0,0
Brakel,spost18,0,0,0,0,0,0
Brakel,spost19,0,0,0,0,0,0
Brakel,spost20,0,0,0,0,0,0
Brakel,spost21,0,0,0,0,0,0
Brakel,spost22,0,0,0,0,0,0
Brakel,spost23,0,0,0,0,0,0
Brakel,spost24,0,0,0,0,0,0
Brakel,spost25,0,0,0,0,0,0
Brakel,spost26,0,0,0,0,0,0
Brakel,spost27,0,0,0,0,0,0
Brakel,spost28,0,0,0,0,0,0
Brakel,spost29,0,0,0,0,0,0
Brakel,spost30,0,0,0,0,0,0
Brakel,spost31,0,0,0,0,0,0
Brakel,spost32,0,0,0,0,0,0
Brakel,spost33,0,0,0,0,0,0
Brakel,spost34,0,0,0,0,0,0
Brakel,spost35,0,0,0,0,0,0
Brakel,spost36,0,0,0,0,0,0
Brakel,spost37,0,0,0,0,1,0
Brakel,spost38,0,0,0,0,0,0
Brakel,spost39,0,0,0,0,0,0
Brakel,spost40,0,0,0,0,0,0
Brakel,spost41,0,0,0,0,0,0
Brakel,spost42,0,0,0,0,0,0
Brakel,spost43,0,0,0,0,0,0
Brakel,spost44,0,0,0,0,0,0
Brakel,spost45,0,0,0,0,0,0
Brakel,spost46,0,0,0,0,0,0
Brakel,spost47,0,0,0,0,0,0
Brakel,spost48,0,0,0,0,0,0
Brakel,spost49,0,0,0,0,0,0
Brakel,spost50,0,0,0,0,0,0
Brakel,spost51,0,0,0,0,0,0
Brakel,spost52,0,0,0,0,0,0
Brakel,spost53,0,0,0,0,0,0
Brakel,spost54,0,0,0,0,0,0
Brakel,spost55,0,0,0,0,0,0
Roedinghausen,spost1,1,1,1,1,1,0
Roedinghausen,spost2,0,0,0,0,0,0
Roedinghausen,spost3,0,0,0,0,0,0
Roedinghausen,spost4,0,0,0,0,0,0
Roedinghausen,spost5,0,0,0,0,0,0
Roedinghausen,spost6,0,0,0,0,0,0
Roedinghausen,spost7,0,0,0,0,0,0
Roedinghausen,spost8,0,0,0,0,0,0
Roedinghausen,spost9,0,0,0,0,0,0
Roedinghausen,spost10,0,0,0,0,0,0
Roedinghausen,spost11,0,0,0,0,0,0
Roedinghausen,spost12,0,0,1,0,0,0
Roedinghausen,spost13,0,0,0,0,0,0
Roedinghausen,spost14,0,0,0,0,0,0
Roedinghausen,spost15,0,0,0,0,0,0
Roedinghausen,spost16,0,0,0,0,0,0
Roedinghausen,spost17,0,0,0,0,0,0
Roedinghausen,spost18,0,0,0,0,0,0
Roedinghausen,spost19,0,0,0,0,0,0
Roedinghausen,spost20,0,0,0,0,0,0
Roedinghausen,spost21,0,0,0,0,0,0
Roedinghausen,spost22,0,0,0,0,0,0
Roedinghausen,spost23,0,0,0,0,0,0
Roedinghausen,spost24,0,0,0,0,0,0
Roedinghausen,spost25,0,0,0,0,0,0
Roedinghausen,spost26,0,0,0,0,0,0
Roedinghausen,spost27,0,0,0,0,0,0
Roedinghausen,spost28,0,0,0,0,0,0
Roedinghausen,spost29,0,0,0,0,0,0
Roedinghausen,spost30,0,0,0,0,0,0
Roedinghausen,spost31,0,0,0,0,0,0
Roedinghausen,spost32,0,0,0,0,0,0
Roedinghausen,spost33,0,0,0,0,0,0
Roedinghausen,spost34,0,0,0,0,0,0
Roedinghausen,spost35,0,0,0,0,0,0
Roedinghausen,spost36,0,0,0,0,0,0
Roedinghausen,spost37,0,0,0,0,0,0
Roedinghausen,spost38,0,0,0,0,0,0
Roedinghausen,spost39,0,0,0,0,0,0
Roedinghausen,spost40,0,0,0,0,0,0
Roedinghausen,spost41,0,0,0,0,0,0
Roedinghausen,spost42,0,0,0,0,0,0
Roedinghausen,spost43,0,0,0,0,0,0
Roedinghausen,spost44,0,0,0,0,0,0
Roedinghausen,spost45,0,0,0,0,0,0
Roedinghausen,spost46,0,0,0,0,0,0
Roedinghausen,spost47,0,0,0,0,0,0
Roedinghausen,spost48,0,0,0,0,0,0
Roedinghausen,spost49,0,0,0,0,0,0
Roedinghausen,spost50,0,0,0,0,0,0
Roedinghausen,spost51,0,0,0,0,0,0
Roedinghausen,spost52,0,0,0,0,0,0
Roedinghausen,spost53,0,0,0,0,0,0
Roedinghausen,spost54,0,0,0,0,0,0
Roedinghausen,spost55,0,0,0,0,0,0
Xanten,spost1,1,1,1,1,1,0
Xanten,spost2,0,0,0,0,0,0
Xanten,spost3,0,0,0,0,0,0
Xanten,spost4,0,0,0,0,0,0
Xanten,spost5,0,0,0,0,0,0
Xanten,spost6,0,0,0,0,0,0
Xanten,spost7,0,0,0,0,0,0
Xanten,spost8,0,0,0,0,0,0
Xanten,spost9,0,0,0,0,0,0
Xanten,spost10,0,0,0,0,0,0
Xanten,spost11,0,0,0,0,0,0
Xanten,spost12,0,0,0,0,0,0
Xanten,spost13,0,0,0,0,0,0
Xanten,spost14,0,0,0,0,0,0
Xanten,spost15,0,0,0,0,0,0
Xanten,spost16,0,0,0,0,0,0
Xanten,spost17,0,0,0,0,0,0
Xanten,spost18,0,0,0,0,0,0
Xanten,spost19,0,0,0,0,0,0
Xanten,spost20,0,0,0,0,0,0
Xanten,spost21,0,0,0,0,0,0
Xanten,spost22,0,0,0,0,0,0
Xanten,spost23,0,0,0,0,0,0
Xanten,spost24,0,0,0,0,0,0
Xanten,spost25,0,0,0,0,0,0
Xanten,spost26,0,0,0,0,0,0
Xanten,spost27,0,0,0,0,0,0
Xanten,spost28,0,0,0,0,0,0
Xanten,spost29,0,0,0,0,0,0
Xanten,spost30,0,0,0,0,0,0
Xanten,spost31,0,0,0,0,0,0
Xanten,spost32,0,0,0,0,0,0
Xanten,spost33,0,0,0,0,0,0
Xanten,spost34,0,0,0,0,0,0
Xanten,spost35,0,0,0,0,0,0
Xanten,spost36,0,0,0,0,0,0
Xanten,spost37,0,0,0,0,1,0
Xanten,spost38,0,0,0,0,0,0
Xanten,spost39,0,0,0,0,0,0
Xanten,spost40,0,0,0,0,0,0
Xanten,spost41,0,0,0,0,0,0
Xanten,spost42,0,0,0,0,0,0
Xanten,spost43,0,0,0,0,0,0
Xanten,spost44,0,0,0,0,0,0
Xanten,spost45,0,0,0,0,0,0
Xanten,spost46,0,0,0,0,0,0
Xanten,spost47,0,0,0,0,0,0
Xanten,spost48,0,0,0,0,0,0
Xanten,spost49,0,0,0,0,0,0
Xanten,spost50,0,0,0,0,0,0
Xanten,spost51,0,0,0,0,0,0
Xanten,spost52,0,0,0,0,0,0
Xanten,spost53,0,0,0,0,0,0
Xanten,spost54,0,0,0,0,0,0
Xanten,spost55,0,0,0,0,0,0
Haan,spost1,1,1,1,1,1,0
Haan,spost2,0,0,0,0,0,0
Haan,spost3,0,0,0,0,0,0
Haan,spost4,0,0,0,0,0,0
Haan,spost5,0,0,0,0,0,0
Haan,spost6,0,0,0,0,0,0
Haan,spost7,0,0,0,0,0,0
Haan,spost8,0,0,0,0,0,0
Haan,spost9,0,0,0,0,0,0
Haan,spost10,0,0,0,0,0,0
Haan,spost11,0,0,0,0,0,0
Haan,spost12,0,0,0,0,0,0
Haan,spost13,0,0,0,0,0,0
Haan,spost14,0,0,0,0,0,0
Haan,spost15,0,0,0,0,0,0
Haan,spost16,0,0,0,0,0,0
Haan,spost17,0,0,0,0,0,0
Haan,spost18,0,1,0,0,0,0
Haan,spost19,0,0,0,0,0,0
Haan,spost20,0,0,0,0,0,0
Haan,spost21,0,0,0,0,0,0
Haan,spost22,0,0,0,0,0,0
Haan,spost23,0,0,0,0,0,0
Haan,spost24,0,0,0,0,0,0
Haan,spost25,0,0,0,0,0,0
Haan,spost26,0,0,0,0,0,0
Haan,spost27,0,0,0,0,0,0
Haan,spost28,0,0,0,0,0,0
Haan,spost29,0,0,0,0,0,0
Haan,spost30,0,0,0,0,0,0
Haan,spost31,0,0,0,0,0,0
Haan,spost32,0,0,0,0,0,0
Haan,spost33,0,0,0,0,0,0
Haan,spost34,0,0,0,0,0,0
Haan,spost35,0,0,0,0,0,0
Haan,spost36,0,0,0,0,0,0
Haan,spost37,0,0,0,0,0,0
Haan,spost38,0,0,0,0,0,0
Haan,spost39,0,0,0,0,0,0
Haan,spost40,0,0,0,0,0,0
Haan,spost41,0,0,0,0,0,0
Haan,spost42,0,0,0,0,0,0
Haan,spost43,0,0,0,0,0,0
Haan,spost44,0,0,0,0,0,0
Haan,spost45,0,0,0,0,0,0
Haan,spost46,0,0,0,0,0,0
Haan,spost47,0,0,0,0,0,0
Haan,spost48,0,0,0,0,0,0
Haan,spost49,0,0,0,0,0,0
Haan,spost50,0,0,0,0,0,0
Haan,spost51,0,0,0,0,0,0
Haan,spost52,0,0,0,0,0,0
Haan,spost53,0,0,0,0,0,0
Haan,spost54,0,0,0,0,0,0
Haan,spost55,0,0,0,0,0,0
HalleWestf,spost1,1,1,1,1,1,0
HalleWestf,spost2,0,0,0,0,0,0
HalleWestf,spost3,0,0,0,0,0,0
HalleWestf,spost4,0,0,0,0,0,0
HalleWestf,spost5,0,0,0,0,1,0
HalleWestf,spost6,0,0,0,0,0,0
HalleWestf,spost7,0,0,0,0,0,0
HalleWestf,spost8,0,0,0,0,0,0
HalleWestf,spost9,0,0,0,0,0,0
HalleWestf,spost10,0,0,0,0,0,0
HalleWestf,spost11,0,0,0,0,0,0
HalleWestf,spost12,0,0,0,0,0,0
HalleWestf,spost13,0,0,0,0,0,0
HalleWestf,spost14,0,0,0,0,0,0
HalleWestf,spost15,0,0,0,0,0,0
HalleWestf,spost16,0,0,0,0,0,0
HalleWestf,spost17,0,0,0,0,0,0
HalleWestf,spost18,0,0,0,0,0,0
HalleWestf,spost19,0,0,0,0,0,0
HalleWestf,spost20,0,0,0,0,0,0
HalleWestf,spost21,0,0,0,0,0,0
HalleWestf,spost22,0,0,0,0,0,0
HalleWestf,spost23,0,0,0,0,0,0
HalleWestf,spost24,0,0,0,0,0,0
HalleWestf,spost25,0,0,0,0,0,0
HalleWestf,spost26,0,0,0,0,0,0
HalleWestf,spost27,0,0,0,0,0,0
HalleWestf,spost28,0,0,0,0,0,0
HalleWestf,spost29,0,0,0,0,0,0
HalleWestf,spost30,0,0,0,0,0,0
HalleWestf,spost31,0,0,0,0,0,0
HalleWestf,spost32,0,0,0,0,0,0
HalleWestf,spost33,0,0,0,0,0,0
HalleWestf,spost34,0,0,0,0,0,0
HalleWestf,spost35,0,0,0,0,0,0
HalleWestf,spost36,0,0,0,0,0,0
HalleWestf,spost37,0,0,0,0,0,0
HalleWestf,spost38,0,0,0,0,0,0
HalleWestf,spost39,0,0,0,0,0,0
HalleWestf,spost40,0,0,0,0,0,0
HalleWestf,spost41,0,0,0,0,0,0
HalleWestf,spost42,0,0,0,0,0,0
HalleWestf,spost43,0,0,0,0,0,0
HalleWestf,spost44,0,0,0,0,0,0
HalleWestf,spost45,0,0,0,0,0,0
HalleWestf,spost46,0,0,0,0,0,0
HalleWestf,spost47,0,0,0,0,0,0
HalleWestf,spost48,0,0,0,0,0,0
HalleWestf,spost49,0,0,0,0,0,0
HalleWestf,spost50,0,0,0,0,0,0
HalleWestf,spost51,0,0,0,0,0,0
HalleWestf,spost52,0,0,0,0,0,0
HalleWestf,spost53,0,0,0,0,0,0
HalleWestf,spost54,0,0,0,0,0,0
HalleWestf,spost55,0,0,0,0,0,0
Gladbeck,spost1,1,1,1,1,1,0
Gladbeck,spost2,0,0,0,0,0,0
Gladbeck,spost3,0,0,0,0,0,0
Gladbeck,spost4,0,0,0,0,0,0
Gladbeck,spost5,0,0,0,0,0,0
Gladbeck,spost6,0,0,0,0,0,0
Gladbeck,spost7,0,0,0,0,0,0
Gladbeck,spost8,0,0,0,0,0,0
Gladbeck,spost9,0,0,0,0,0,0
Gladbeck,spost10,0,0,0,0,0,0
Gladbeck,spost11,0,0,0,0,0,0
Gladbeck,spost12,0,0,0,0,0,0
Gladbeck,spost13,0,0,0,0,0,0
Gladbeck,spost14,0,0,0,0,0,0
Gladbeck,spost15,0,0,0,0,0,0
Gladbeck,spost16,0,0,0,0,0,0
Gladbeck,spost17,0,0,0,0,0,0
Gladbeck,spost18,0,0,0,0,1,0
Gladbeck,spost19,0,0,0,0,0,0
Gladbeck,spost20,0,0,0,0,0,0
Gladbeck,spost21,0,0,0,0,0,0
Gladbeck,spost22,0,0,0,0,0,0
Gladbeck,spost23,0,0,0,0,0,0
Gladbeck,spost24,0,0,0,0,0,0
Gladbeck,spost25,0,0,0,0,0,0
Gladbeck,spost26,0,0,0,0,0,0
Gladbeck,spost27,0,0,0,0,0,0
Gladbeck,spost28,0,0,0,0,0,0
Gladbeck,spost29,0,0,0,0,0,0
Gladbeck,spost30,0,0,0,0,0,0
Gladbeck,spost31,0,0,0,0,0,0
Gladbeck,spost32,0,0,0,0,0,0
Gladbeck,spost33,0,0,0,0,0,0
Gladbeck,spost34,0,0,0,0,0,0
Gladbeck,spost35,0,0,0,0,0,0
Gladbeck,spost36,0,0,0,0,0,0
Gladbeck,spost37,0,0,0,0,0,0
Gladbeck,spost38,0,0,0,0,0,0
Gladbeck,spost39,0,0,0,0,0,0
Gladbeck,spost40,0,0,0,0,0,0
Gladbeck,spost41,0,0,0,0,0,0
Gladbeck,spost42,0,0,0,0,0,0
Gladbeck,spost43,0,0,0,0,0,0
Gladbeck,spost44,0,0,0,0,0,0
Gladbeck,spost45,0,0,0,0,0,0
Gladbeck,spost46,0,0,0,0,0,0
Gladbeck,spost47,0,0,0,0,0,0
Gladbeck,spost48,0,0,0,0,0,0
Gladbeck,spost49,0,0,0,0,0,0
Gladbeck,spost50,0,0,0,0,0,0
Gladbeck,spost51,0,0,0,0,0,0
Gladbeck,spost52,0,0,0,0,0,0
Gladbeck,spost53,0,0,0,0,0,0
Gladbeck,spost54,0,0,0,0,0,0
Gladbeck,spost55,0,0,0,0,0,0
Heimbach,spost1,1,1,1,1,1,0
Heimbach,spost2,0,0,0,0,0,0
Heimbach,spost3,0,0,0,0,0,0
Heimbach,spost4,0,0,0,0,0,0
Heimbach,spost5,0,0,0,0,0,0
Heimbach,spost6,0,0,0,0,0,0
Heimbach,spost7,0,0,0,0,0,0
Heimbach,spost8,0,0,0,0,0,0
Heimbach,spost9,0,0,0,0,0,0
Heimbach,spost10,0,0,0,0,0,0
Heimbach,spost11,0,0,0,0,0,0
Heimbach,spost12,0,0,0,0,0,0
Heimbach,spost13,0,0,0,0,0,0
Heimbach,spost14,0,0,0,0,0,0
Heimbach,spost15,0,0,0,0,0,0
Heimbach,spost16,0,0,0,0,0,0
Heimbach,spost17,0,0,0,0,0,0
Heimbach,spost18,0,1,0,0,0,0
Heimbach,spost19,0,0,0,0,0,0
Heimbach,spost20,0,0,0,0,0,0
Heimbach,spost21,0,0,0,0,0,0
Heimbach,spost22,0,0,0,0,0,0
Heimbach,spost23,0,0,0,0,0,0
Heimbach,spost24,0,0,0,0,0,0
Heimbach,spost25,0,0,0,0,0,0
Heimbach,spost26,0,0,0,0,0,0
Heimbach,spost27,0,0,0,0,0,0
Heimbach,spost28,0,0,0,0,0,0
Heimbach,spost29,0,0,0,0,0,0
Heimbach,spost30,0,0,0,0,0,0
Heimbach,spost31,0,0,0,0,0,0
Heimbach,spost32,0,0,0,0,0,0
Heimbach,spost33,0,0,0,0,0,0
Heimbach,spost34,0,0,0,0,0,0
Heimbach,spost35,0,0,0,0,0,0
Heimbach,spost36,0,0,0,0,0,0
Heimbach,spost37,0,0,0,0,0,0
Heimbach,spost38,0,0,0,0,0,0
Heimbach,spost39,0,0,0,0,0,0
Heimbach,spost40,0,0,0,0,0,0
Heimbach,spost41,0,0,0,0,0,0
Heimbach,spost42,0,0,0,0,0,0
Heimbach,spost43,0,0,0,0,0,0
Heimbach,spost44,0,0,0,0,0,0
Heimbach,spost45,0,0,0,0,0,0
Heimbach,spost46,0,0,0,0,0,0
Heimbach,spost47,0,0,0,0,0,0
Heimbach,spost48,0,0,0,0,0,0
Heimbach,spost49,0,0,0,0,0,0
Heimbach,spost50,0,0,0,0,0,0
Heimbach,spost51,0,0,0,0,0,0
Heimbach,spost52,0,0,0,0,0,0
Heimbach,spost53,0,0,0,0,0,0
Heimbach,spost54,0,0,0,0,0,0
Heimbach,spost55,0,0,0,0,0,0
Beelen,spost1,1,1,1,1,1,0
Beelen,spost2,0,0,0,0,0,0
Beelen,spost3,0,0,0,0,0,0
Beelen,spost4,0,0,0,0,0,0
Beelen,spost5,0,0,0,0,0,0
Beelen,spost6,0,0,0,0,0,0
Beelen,spost7,0,0,0,0,0,0
Beelen,spost8,0,0,0,0,0,0
Beelen,spost9,0,0,0,0,0,0
Beelen,spost10,0,0,0,0,0,0
Beelen,spost11,0,0,0,0,0,0
Beelen,spost12,0,0,0,0,0,0
Beelen,spost13,0,0,0,0,0,0
Beelen,spost14,0,0,0,0,0,0
Beelen,spost15,0,0,0,0,0,0
Beelen,spost16,0,0,0,0,0,0
Beelen,spost17,0,0,0,0,0,0
Beelen,spost18,0,0,1,0,0,0
Beelen,spost19,0,0,0,0,0,0
Beelen,spost20,0,0,0,0,0,0
Beelen,spost21,0,0,0,0,0,0
Beelen,spost22,0,0,0,0,0,0
Beelen,spost23,0,0,0,0,0,0
Beelen,spost24,0,0,0,0,0,0
Beelen,spost25,0,0,0,0,0,0
Beelen,spost26,0,0,0,0,0,0
Beelen,spost27,0,0,0,0,0,0
Beelen,spost28,0,0,0,0,0,0
Beelen,spost29,0,0,0,0,0,0
Beelen,spost30,0,0,0,0,0,0
Beelen,spost31,0,0,0,0,0,0
Beelen,spost32,0,0,0,0,0,0
Beelen,spost33,0,0,0,0,0,0
Beelen,spost34,0,0,0,0,0,0
Beelen,spost35,0,0,0,0,0,0
Beelen,spost36,0,0,0,0,0,0
Beelen,spost37,0,0,0,0,0,0
Beelen,spost38,0,0,0,0,0,0
Beelen,spost39,0,0,0,0,0,0
Beelen,spost40,0,0,0,0,0,0
Beelen,spost41,0,0,0,0,0,0
Beelen,spost42,0,0,0,0,0,0
Beelen,spost43,0,0,0,0,0,0
Beelen,spost44,0,0,0,0,0,0
Beelen,spost45,0,0,0,0,0,0
Beelen,spost46,0,0,0,0,0,0
Beelen,spost47,0,0,0,0,0,0
Beelen,spost48,0,0,0,0,0,0
Beelen,spost49,0,0,0,0,0,0
Beelen,spost50,0,0,0,0,0,0
Beelen,spost51,0,0,0,0,0,0
Beelen,spost52,0,0,0,0,0,0
Beelen,spost53,0,0,0,0,0,0
Beelen,spost54,0,0,0,0,0,0
Beelen,spost55,0,0,0,0,0,0
Medebach,spost1,1,1,1,1,1,0
Medebach,spost2,0,0,0,0,0,0
Medebach,spost3,0,0,0,0,0,0
Medebach,spost4,0,0,0,0,0,0
Medebach,spost5,0,0,0,0,0,0
Medebach,spost6,0,0,0,0,0,0
Medebach,spost7,0,0,0,0,0,0
Medebach,spost8,0,0,0,0,0,0
Medebach,spost9,0,0,0,0,0,0
Medebach,spost10,0,0,0,0,0,0
Medebach,spost11,0,0,0,0,0,0
Medebach,spost12,0,0,0,0,0,0
Medebach,spost13,0,0,0,0,0,0
Medebach,spost14,0,0,0,0,0,0
Medebach,spost15,0,0,0,0,0,0
Medebach,spost16,0,0,0,0,0,0
Medebach,spost17,0,0,0,0,0,0
Medebach,spost18,0,0,0,0,0,0
Medebach,spost19,0,0,0,0,0,0
Medebach,spost20,0,0,0,0,0,0
Medebach,spost21,0,0,0,0,0,0
Medebach,spost22,0,0,0,0,0,0
Medebach,spost23,0,0,0,0,0,0
Medebach,spost24,0,0,0,0,0,0
Medebach,spost25,0,0,0,0,0,0
Medebach,spost26,0,0,0,0,0,0
Medebach,spost27,0,0,0,0,0,0
Medebach,spost28,0,0,0,0,0,0
Medebach,spost29,0,0,0,0,0,0
Medebach,spost30,0,0,0,0,0,0
Medebach,spost31,0,0,0,0,0,0
Medebach,spost32,0,0,0,0,0,0
Medebach,spost33,0,0,0,0,0,0
Medebach,spost34,0,0,0,0,0,0
Medebach,spost35,0,0,0,0,0,0
Medebach,spost36,0,0,0,0,0,0
Medebach,spost37,0,0,0,0,0,0
Medebach,spost38,0,0,0,0,0,0
Medebach,spost39,0,0,0,0,0,0
Medebach,spost40,0,0,0,0,0,0
Medebach,spost41,0,0,0,0,0,0
Medebach,spost42,0,0,0,0,0,0
Medebach,spost43,0,0,0,0,0,0
Medebach,spost44,0,0,0,0,0,0
Medebach,spost45,0,0,0,0,0,0
Medebach,spost46,0,0,0,0,0,0
Medebach,spost47,0,0,0,0,0,0
Medebach,spost48,0,0,0,0,0,0
Medebach,spost49,0,0,0,0,0,0
Medebach,spost50,0,0,0,0,0,0
Medebach,spost51,0,0,0,0,0,0
Medebach,spost52,0,0,0,0,0,0
Medebach,spost53,0,0,0,0,0,0
Medebach,spost54,0,0,0,0,0,0
Medebach,spost55,0,0,0,0,0,0
NachrodtWiblingwerde,spost1,1,1,1,1,1,0
NachrodtWiblingwerde,spost2,0,0,0,0,0,0
NachrodtWiblingwerde,spost3,0,0,0,0,0,0
NachrodtWiblingwerde,spost4,0,0,0,0,0,0
NachrodtWiblingwerde,spost5,0,0,0,0,0,0
NachrodtWiblingwerde,spost6,0,0,0,0,0,0
NachrodtWiblingwerde,spost7,0,0,0,0,0,0
NachrodtWiblingwerde,spost8,0,0,0,0,0,0
NachrodtWiblingwerde,spost9,0,0,0,0,0,0
NachrodtWiblingwerde,spost10,0,0,0,0,0,0
NachrodtWiblingwerde,spost11,0,0,0,0,0,0
NachrodtWiblingwerde,spost12,0,0,0,0,0,0
NachrodtWiblingwerde,spost13,0,0,0,0,0,0
NachrodtWiblingwerde,spost14,0,0,0,0,0,0
NachrodtWiblingwerde,spost15,0,0,0,0,0,0
NachrodtWiblingwerde,spost16,0,0,0,0,0,0
NachrodtWiblingwerde,spost17,0,0,0,0,0,0
NachrodtWiblingwerde,spost18,0,0,0,0,0,0
NachrodtWiblingwerde,spost19,0,0,0,0,0,0
NachrodtWiblingwerde,spost20,0,0,0,0,0,0
NachrodtWiblingwerde,spost21,0,0,0,0,0,0
NachrodtWiblingwerde,spost22,0,0,0,0,0,0
NachrodtWiblingwerde,spost23,0,1,0,0,0,0
NachrodtWiblingwerde,spost24,0,0,0,0,0,0
NachrodtWiblingwerde,spost25,0,0,0,0,0,0
NachrodtWiblingwerde,spost26,0,0,0,0,0,0
NachrodtWiblingwerde,spost27,0,0,0,0,0,0
NachrodtWiblingwerde,spost28,0,0,0,0,0,0
NachrodtWiblingwerde,spost29,0,0,0,0,0,0
NachrodtWiblingwerde,spost30,0,0,0,0,0,0
NachrodtWiblingwerde,spost31,0,0,0,0,0,0
NachrodtWiblingwerde,spost32,0,0,0,0,0,0
NachrodtWiblingwerde,spost33,0,0,0,0,0,0
NachrodtWiblingwerde,spost34,0,0,0,0,0,0
NachrodtWiblingwerde,spost35,0,0,0,0,0,0
NachrodtWiblingwerde,spost36,0,0,0,0,0,0
NachrodtWiblingwerde,spost37,0,0,0,0,0,0
NachrodtWiblingwerde,spost38,0,0,0,0,0,0
NachrodtWiblingwerde,spost39,0,0,0,0,0,0
NachrodtWiblingwerde,spost40,0,0,0,0,0,0
NachrodtWiblingwerde,spost41,0,0,0,0,0,0
NachrodtWiblingwerde,spost42,0,0,0,0,0,0
NachrodtWiblingwerde,spost43,0,0,0,0,0,0
NachrodtWiblingwerde,spost44,0,0,0,0,0,0
NachrodtWiblingwerde,spost45,0,0,0,0,0,0
NachrodtWiblingwerde,spost46,0,0,0,0,0,0
NachrodtWiblingwerde,spost47,0,0,0,0,0,0
NachrodtWiblingwerde,spost48,0,0,0,0,0,0
NachrodtWiblingwerde,spost49,0,0,0,0,0,0
NachrodtWiblingwerde,spost50,0,0,0,0,0,0
NachrodtWiblingwerde,spost51,0,0,0,0,0,0
NachrodtWiblingwerde,spost52,0,0,0,0,0,0
NachrodtWiblingwerde,spost53,0,0,0,0,0,0
NachrodtWiblingwerde,spost54,0,0,0,0,0,0
NachrodtWiblingwerde,spost55,0,0,0,0,0,0
HornBadMeinberg,spost1,1,1,1,1,1,0
HornBadMeinberg,spost2,0,0,0,0,0,0
HornBadMeinberg,spost3,0,0,0,0,0,0
HornBadMeinberg,spost4,0,0,0,0,0,0
HornBadMeinberg,spost5,0,0,0,0,0,0
HornBadMeinberg,spost6,0,0,0,0,0,0
HornBadMeinberg,spost7,0,0,0,0,0,0
HornBadMeinberg,spost8,0,0,0,0,0,0
HornBadMeinberg,spost9,0,0,0,0,0,0
HornBadMeinberg,spost10,0,0,0,0,0,0
HornBadMeinberg,spost11,0,0,0,0,0,0
HornBadMeinberg,spost12,0,0,0,0,0,0
HornBadMeinberg,spost13,0,0,0,0,0,0
HornBadMeinberg,spost14,0,0,1,0,0,0
HornBadMeinberg,spost15,0,0,0,0,0,0
HornBadMeinberg,spost16,0,0,0,0,0,0
HornBadMeinberg,spost17,0,0,0,0,0,0
HornBadMeinberg,spost18,0,0,0,0,0,0
HornBadMeinberg,spost19,0,0,0,0,0,0
HornBadMeinberg,spost20,0,0,0,0,0,0
HornBadMeinberg,spost21,0,0,0,0,0,0
HornBadMeinberg,spost22,0,0,0,0,0,0
HornBadMeinberg,spost23,0,0,0,0,0,0
HornBadMeinberg,spost24,0,0,0,0,0,0
HornBadMeinberg,spost25,0,0,0,0,0,0
HornBadMeinberg,spost26,0,0,0,0,0,0
HornBadMeinberg,spost27,0,0,0,0,0,0
HornBadMeinberg,spost28,0,0,0,0,0,0
HornBadMeinberg,spost29,0,0,0,0,0,0
HornBadMeinberg,spost30,0,0,0,0,0,0
HornBadMeinberg,spost31,0,0,0,0,0,0
HornBadMeinberg,spost32,0,0,0,0,0,0
HornBadMeinberg,spost33,0,0,0,0,0,0
HornBadMeinberg,spost34,0,0,0,0,0,0
HornBadMeinberg,spost35,0,0,0,0,0,0
HornBadMeinberg,spost36,0,0,0,0,0,0
HornBadMeinberg,spost37,0,0,0,0,0,0
HornBadMeinberg,spost38,0,0,0,0,0,0
