,activity01,activity02,activity03,activity04,activity05,activity06,activity07,activity08,activity09,activity10,activity11,activity12,activity13,activity14,activity15,activity16,activity17,activity18,activity19,activity20,activity21,activity22,activity23,activity24,activity25,activity26,activity27,activity28,activity29,activity30,activity31,activity32,activity33,activity34,activity35,activity36,activity37,activity38,activity39,activity40,activity41,activity42,activity43,activity44,activity45,activity46,activity47,activity48,activity49,activity50,activity51,activity52,activity53,activity54,activity55,activity56,activity57,activity58,activity59,activity60,activity61,activity62,activity63,activity64,activity65,activity66,activity67,activity68,activity69,activity70,activity71,activity72
Schoeppingen,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Uedem,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
FroendenbergRuhr,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Coesfeld,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Kalkar,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Sassenberg,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Viersen,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Buende,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Oelde,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
SchiederSchwalenberg,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Spenge,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Wesel,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
WickedeRuhr,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Steinhagen,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Bielefeld,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Olpe,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Werdohl,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Kamen,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Emsdetten,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Brakel,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Roedinghausen,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Xanten,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Haan,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
HalleWestf,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Gladbeck,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Heimbach,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Beelen,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Medebach,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
NachrodtWiblingwerde,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
HornBadMeinberg,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Warstein,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Luegde,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Luedenscheid,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Schwalmtal,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Gummersbach,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Ahlen,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Senden,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Werne,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Iserlohn,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Titz,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Enger,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Herford,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Recke,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Finnentrop,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Waldfeucht,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
RhedaWiedenbrueck,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Brueggen,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Erkelenz,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Weeze,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Wilnsdorf,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Datteln,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Borken,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Bergkamen,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Oberhausen,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Wettringen,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Attendorn,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Herdecke,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Bergheim,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Much,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Eitorf,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Neuss,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
MendenSauerland,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Wuelfrath,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Lippstadt,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Lichtenau,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Hallenberg,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Gevelsberg,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Havixbeck,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Petershagen,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
WertherWestf,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Kleve,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Verl,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
HerzebrockClarholz,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Ibbenbueren,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Erkrath,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Lennestadt,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
OerErkenschwick,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Huenxe,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Lienen,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Noervenich,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Erndtebrueck,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Marsberg,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Everswinkel,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Euskirchen,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
BadLippspringe,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Huertgenwald,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Plettenberg,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Kalletal,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
GronauWestf,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Herten,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
Doerentrup,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,5,3,3,3,3,3,3,3
