,activity01,activity02,activity03,activity04,activity05,activity06,activity07,activity08,activity09,activity10,activity11,activity12,activity13,activity14,activity15,activity16,activity17,activity18,activity19,activity20,activity21,activity22,activity23,activity24,activity25,activity26,activity27,activity28,activity29,activity30,activity31,activity32,activity33,activity34,activity35,activity36,activity37,activity38,activity39,activity40,activity41,activity42,activity43,activity44,activity45,activity46,activity47,activity48,activity49,activity50,activity51,activity52,activity53,activity54,activity55,activity56,activity57,activity58,activity59,activity60,activity61,activity62,activity63,activity64,activity65,activity66,activity67,activity68,activity69,activity70,activity71,activity72
Schoeppingen,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
Uedem,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
FroendenbergRuhr,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
Coesfeld,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
Kalkar,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
Sassenberg,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
Viersen,1,1,1,1,5,5,1,1,1,5,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Buende,1,1,1,1,5,5,1,1,1,5,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Oelde,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
SchiederSchwalenberg,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
Spenge,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
Wesel,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
WickedeRuhr,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
Steinhagen,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
Bielefeld,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
Olpe,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
Werdohl,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
Kamen,1,1,1,1,5,5,1,1,1,5,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Emsdetten,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
Brakel,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
Roedinghausen,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
Xanten,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
Haan,1,1,1,1,5,5,1,1,1,5,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5
HalleWestf,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
Gladbeck,1,1,1,1,5,5,1,1,1,5,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Heimbach,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
Beelen,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
Medebach,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
NachrodtWiblingwerde,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
HornBadMeinberg,1,1,1,1,5,5,1,1,1,5,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Warstein,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
Luegde,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
Luedenscheid,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
Schwalmtal,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
Gummersbach,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
Ahlen,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
Senden,1,1,1,1,5,5,1,1,1,5,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Werne,1,1,1,1,5,5,1,1,1,5,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Iserlohn,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
Titz,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
Enger,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
Herford,1,1,1,1,5,5,1,1,1,5,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Recke,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
Finnentrop,1,1,1,1,5,5,1,1,1,5,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Waldfeucht,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
RhedaWiedenbrueck,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
Brueggen,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
Erkelenz,1,1,1,1,5,5,1,1,1,5,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Weeze,1,1,1,1,5,5,1,1,1,5,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Wilnsdorf,1,1,1,1,5,5,1,1,1,5,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Datteln,1,1,1,1,5,5,1,1,1,5,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Borken,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
Bergkamen,1,1,1,1,5,5,1,1,1,5,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Oberhausen,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
Wettringen,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
Attendorn,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
Herdecke,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
Bergheim,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
Much,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
Eitorf,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
Neuss,1,1,1,1,5,5,1,1,1,5,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5
MendenSauerland,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
Wuelfrath,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
Lippstadt,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
Lichtenau,1,1,1,1,5,5,1,1,1,5,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Hallenberg,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
Gevelsberg,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
Havixbeck,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
Petershagen,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
WertherWestf,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
Kleve,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
Verl,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
HerzebrockClarholz,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
Ibbenbueren,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
Erkrath,1,1,1,1,5,5,1,1,1,5,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Lennestadt,1,1,1,1,5,5,1,1,1,5,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5
OerErkenschwick,1,1,1,1,5,5,1,1,1,5,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Huenxe,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
Lienen,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
Noervenich,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
Erndtebrueck,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
Marsberg,1,1,1,1,5,5,1,1,1,5,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Everswinkel,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
Euskirchen,1,1,1,1,5,5,1,1,1,5,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5
BadLippspringe,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
Huertgenwald,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
Plettenberg,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1
Kalletal,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
GronauWestf,1,1,1,1,5,5,1,1,1,5,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,1,5,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Herten,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
Doerentrup,5,5,5,5,1,1,5,5,5,1,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,5,1,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5
