"","activity01","activity02","activity03","activity04","activity05","activity06","activity07","activity08","activity09","activity10","activity11","activity12","activity13","activity14","activity15","activity16","activity17","activity18","activity19","activity20","activity21","activity22","activity23","activity24","activity25","activity26","activity27","activity28","activity29","activity30","activity31","activity32","activity33","activity34","activity35","activity36","activity37","activity38","activity39","activity40","activity41","activity42","activity43","activity44","activity45","activity46","activity47","activity48","activity49","activity50","activity51","activity52","activity53","activity54","activity55","activity56","activity57","activity58","activity59","activity60","activity61","activity62","activity63","activity64","activity65","activity66","activity67","activity68","activity69","activity70","activity71","activity72"
"Wipperfuerth",4,4,2,2,4,0,3,4,2,5,4,4,4,3,3,3,1,4,4,5,3,3,2,5,1,3,3,4,4,1,4,4,2,3,1,3,3,3,1,3,4,3,3,4,5,1,3,4,4,3,3,4,3,4,2,4,3,1,2,4,3,3,1,1,3,2,4,2,3,3,3,4
"Schoeppingen",1,3,5,0,2,2,1,2,3,4,2,3,4,3,3,5,4,3,1,1,4,1,1,5,1,3,4,3,3,4,1,2,4,4,0,2,2,5,1,2,4,2,2,4,2,3,4,1,2,3,1,3,1,2,3,2,3,4,4,1,2,2,5,2,2,3,2,0,3,4,3,5
"Uedem",4,5,3,4,5,2,2,4,3,3,2,2,4,5,1,4,3,3,4,2,2,4,2,4,4,4,4,2,2,4,5,3,3,3,1,2,1,0,2,2,3,1,4,4,2,2,1,3,4,2,1,5,5,2,1,3,4,3,5,2,2,3,1,3,1,2,2,5,3,1,3,2
"FroendenbergRuhr",3,1,3,1,0,4,1,4,2,1,4,2,1,3,0,2,4,4,2,4,3,4,2,4,5,3,3,3,2,2,0,1,3,0,5,5,4,4,4,5,5,2,5,4,3,2,1,5,2,5,4,2,2,2,1,0,3,3,2,3,3,3,3,4,1,1,2,2,2,4,1,2
"Coesfeld",2,1,3,2,2,4,1,4,0,0,2,2,5,1,2,2,1,3,4,4,2,2,4,2,1,4,1,2,3,3,4,3,4,0,3,2,5,4,1,3,3,3,4,2,4,2,4,3,3,3,2,4,2,3,3,1,0,1,2,4,4,2,3,3,2,1,1,5,3,3,4,2
"Kalkar",2,4,3,4,0,2,3,4,3,4,3,5,0,2,3,3,1,3,4,2,0,0,5,3,4,5,2,1,2,1,1,4,3,4,2,1,1,1,3,3,5,2,0,2,2,1,5,4,3,1,3,1,1,1,2,1,4,1,3,3,5,5,3,2,5,2,3,2,5,2,1,4
"Sassenberg",4,3,3,5,2,2,4,2,5,2,2,4,2,4,2,3,5,2,4,1,5,3,3,3,2,2,1,3,2,5,3,4,5,2,3,2,2,2,4,4,4,3,5,3,4,2,4,2,0,4,2,2,4,5,3,4,4,2,5,3,2,3,2,1,0,3,3,5,4,2,1,4
"Viersen",5,4,1,3,4,2,1,2,3,0,0,3,0,1,3,2,3,5,2,3,1,3,4,4,1,3,3,1,3,3,3,5,2,2,5,1,3,3,3,5,4,4,4,4,1,2,4,4,3,2,4,2,4,2,3,2,3,5,2,3,1,4,4,3,1,4,2,3,2,5,4,3
"Buende",4,2,2,0,1,2,2,3,2,1,3,2,1,4,4,4,2,3,0,2,0,3,5,2,4,2,3,0,2,0,4,3,0,5,2,4,5,3,2,4,4,4,1,2,1,3,3,1,1,1,3,5,5,1,3,2,2,2,2,5,1,2,5,5,4,1,2,3,3,2,3,1
"Oelde",3,4,3,4,1,3,4,3,0,3,3,3,2,0,3,1,4,3,2,4,0,5,4,2,4,5,4,2,5,1,0,4,5,1,0,5,2,2,1,2,4,4,4,1,5,5,1,2,2,5,5,1,5,4,2,2,3,5,5,2,4,2,2,2,4,5,2,3,2,3,4,2
"SchiederSchwalenberg",1,5,2,3,3,2,0,4,0,1,1,1,2,2,3,3,2,2,4,5,5,5,3,3,2,5,5,1,3,3,2,4,0,1,4,2,3,4,1,3,4,4,4,5,1,2,4,5,2,3,3,5,4,4,4,5,2,4,4,3,4,2,3,2,3,1,2,5,2,4,3,2
"Spenge",2,4,3,3,4,3,2,2,0,3,3,4,1,4,3,5,1,1,2,2,1,3,4,2,4,4,4,1,1,5,1,5,2,4,4,4,4,5,3,3,1,2,5,4,2,4,5,0,3,2,2,2,2,5,0,3,5,3,4,4,2,3,4,2,1,2,3,3,1,5,1,3
"Wesel",3,4,3,3,4,4,2,5,2,1,2,3,4,4,4,1,3,3,1,2,3,3,3,2,1,3,4,3,5,4,4,2,0,3,4,4,4,2,4,1,0,4,0,2,3,2,3,4,2,2,4,2,5,4,4,1,2,1,4,4,4,3,1,5,4,3,4,3,4,4,3,4
"WickedeRuhr",4,4,3,1,5,2,1,2,5,4,3,3,0,4,2,2,2,4,1,1,3,4,2,4,2,5,0,5,2,3,1,1,2,2,2,2,3,5,4,2,1,2,2,3,2,2,5,5,5,2,2,4,3,2,0,5,2,1,4,4,1,0,0,1,2,2,3,4,4,5,2,2
"Steinhagen",4,0,3,1,1,3,3,3,2,0,1,2,0,3,2,2,3,4,2,5,5,5,4,1,1,1,2,4,4,2,3,1,2,2,1,4,0,1,2,1,4,4,1,5,4,2,3,1,1,4,3,3,5,4,1,5,2,0,4,3,5,2,5,2,5,4,1,4,4,2,1,3
"Bielefeld",2,3,2,0,4,1,4,1,2,2,1,4,4,2,3,0,1,3,4,2,2,4,2,5,3,5,4,5,3,4,2,1,5,3,2,1,3,2,3,1,0,2,4,3,4,3,1,0,3,3,0,4,3,1,3,2,4,4,4,4,1,2,3,2,1,3,3,4,4,2,1,3
"Olpe",2,3,3,1,1,3,2,5,2,5,1,2,2,3,2,2,1,4,1,1,4,2,3,5,5,3,3,1,3,3,1,4,2,2,2,3,2,2,4,2,2,2,4,4,3,3,3,3,2,2,3,2,3,1,3,1,4,2,5,0,2,4,4,2,1,1,3,4,1,4,5,3
"Werdohl",3,5,3,1,4,5,2,0,4,3,1,4,3,3,4,3,2,2,4,2,1,1,1,3,4,3,1,3,4,2,3,0,2,3,3,1,1,3,3,4,2,3,4,1,0,1,3,4,4,1,1,5,5,2,2,1,2,2,3,2,1,2,4,2,2,1,2,4,3,2,0,5
"Kamen",4,4,4,4,3,1,1,2,4,1,2,3,4,5,3,5,4,2,3,1,1,3,2,2,3,3,1,4,4,5,3,5,1,2,4,4,2,0,4,4,5,3,4,4,1,0,3,3,1,3,3,3,4,1,4,2,0,4,1,3,0,2,4,2,2,2,1,3,2,5,5,3
"Emsdetten",4,2,1,2,2,3,1,3,1,1,2,1,0,3,3,4,3,5,2,3,3,2,3,4,1,2,2,5,2,5,4,4,4,4,3,1,0,2,2,2,4,3,4,3,2,3,2,2,4,3,4,2,2,2,5,2,1,2,0,3,1,3,3,3,2,4,4,2,4,4,2,3
"Brakel",1,4,4,0,5,3,3,1,2,3,4,2,3,2,4,2,3,4,5,2,4,5,3,1,1,2,2,1,5,1,2,1,4,3,3,1,2,0,4,3,2,2,3,3,3,1,5,4,4,2,4,3,4,0,4,4,1,0,2,2,5,2,5,3,3,4,2,5,2,3,3,4
"Roedinghausen",5,3,2,2,4,1,1,3,3,1,3,4,3,1,3,1,1,5,1,1,2,3,3,3,3,1,1,2,2,2,4,2,3,3,0,3,4,2,3,4,3,2,4,3,1,4,2,2,0,2,1,1,1,0,3,2,3,3,0,3,3,3,4,1,1,2,1,2,5,1,4,5
"Xanten",5,4,3,4,4,4,2,5,2,5,1,1,5,1,4,2,5,3,5,1,4,1,5,5,2,4,1,3,2,4,0,4,5,1,3,5,2,2,2,0,3,3,2,1,2,0,2,4,1,4,2,3,5,4,1,1,4,1,2,2,3,1,5,4,2,3,3,2,4,2,5,5
"Haan",3,4,3,3,4,2,4,0,2,3,3,2,0,0,3,3,2,1,3,4,2,4,3,5,4,2,3,3,3,5,3,2,1,5,2,3,1,1,2,1,3,4,2,2,4,4,1,4,0,3,1,3,2,3,4,2,3,1,2,4,1,1,3,3,4,4,3,2,2,2,2,4
"HalleWestf",3,3,4,1,2,3,2,0,1,3,4,1,3,1,3,3,3,2,3,2,1,2,3,2,5,2,3,4,2,5,4,3,0,1,2,0,2,3,4,5,4,3,3,3,3,3,3,2,0,4,3,2,2,2,1,5,1,1,3,3,1,2,1,5,2,4,4,3,3,3,1,2
"Gladbeck",2,2,3,4,3,2,1,5,3,5,3,3,3,3,3,4,1,2,1,0,1,1,5,2,4,4,3,4,3,4,2,2,5,2,1,5,2,4,4,3,3,1,2,5,4,2,3,3,1,1,3,3,2,5,3,4,4,3,4,2,4,4,5,2,3,1,4,5,4,2,3,1
"Heimbach",5,5,1,2,1,1,5,3,3,2,1,5,4,5,1,2,1,3,2,2,2,3,3,4,4,2,2,4,1,5,4,4,1,4,4,2,1,2,5,4,5,4,3,2,4,5,4,4,3,3,4,0,3,3,1,2,2,4,4,1,2,3,4,3,4,1,4,4,4,2,4,4
"Beelen",5,2,3,4,2,3,5,3,5,2,2,2,4,1,2,4,5,3,5,2,5,4,1,1,5,2,5,3,1,5,4,3,1,3,3,3,2,1,4,3,1,2,1,1,3,1,5,2,3,3,4,3,3,3,2,2,2,2,1,3,3,4,3,2,4,4,4,3,2,3,4,1
"Medebach",2,1,3,5,3,2,2,1,2,3,3,2,3,2,4,2,3,2,4,3,1,4,3,2,4,2,5,2,4,3,4,2,3,4,2,3,1,4,2,2,4,4,3,3,0,4,3,2,4,2,4,1,1,4,3,0,4,3,2,2,5,2,1,1,3,3,1,4,5,2,4,3
"NachrodtWiblingwerde",3,2,0,2,0,0,3,3,5,2,4,2,3,4,0,3,4,2,4,3,4,3,0,3,4,2,4,4,5,4,1,4,3,5,4,1,1,3,2,4,2,2,3,2,3,2,4,2,4,0,4,4,0,3,5,4,2,3,3,2,1,1,4,4,0,4,1,5,1,2,1,5
"HornBadMeinberg",3,2,0,5,4,4,2,2,2,1,1,1,1,4,0,4,4,1,4,4,5,4,3,3,5,4,0,2,3,5,2,5,1,4,2,2,2,3,5,4,3,5,4,0,3,3,1,1,4,2,1,5,3,5,1,4,4,3,4,1,4,3,3,1,3,1,3,2,4,2,1,4
"Warstein",5,5,2,3,3,3,5,5,4,5,3,4,3,4,2,1,2,3,2,0,3,1,4,3,2,1,1,3,4,1,1,3,3,4,4,4,4,3,1,3,5,2,4,1,3,2,1,2,5,4,3,5,1,4,0,5,1,2,1,3,1,2,4,3,3,2,2,0,0,3,4,1
"Luegde",3,4,2,2,0,2,4,1,5,3,2,3,3,0,5,3,3,4,2,2,4,1,4,3,4,2,4,4,2,3,3,1,0,1,0,5,4,3,5,3,3,1,2,0,3,1,4,2,3,3,4,5,2,4,1,3,1,0,3,1,2,3,2,2,3,4,4,2,4,0,2,0
"Luedenscheid",3,5,4,3,3,3,2,1,5,3,3,0,2,5,4,0,4,2,3,2,2,2,3,3,3,1,3,4,4,1,1,1,2,2,3,2,3,3,3,4,1,5,3,5,1,1,2,5,2,4,1,4,1,4,0,1,3,2,4,2,4,2,1,2,5,1,4,5,3,0,4,3
"Schwalmtal",5,2,1,3,1,1,3,2,4,1,3,3,5,1,2,1,3,3,2,3,3,3,5,4,3,2,3,2,4,3,4,2,0,1,1,2,4,2,3,0,4,2,2,2,4,3,0,4,4,2,2,3,1,2,2,4,2,4,3,3,2,4,2,1,3,3,4,4,5,4,2,4
"Gummersbach",2,2,3,1,4,4,1,5,2,5,4,2,2,0,3,4,3,5,4,4,3,3,1,2,3,2,3,4,4,1,2,3,4,3,4,4,2,4,1,5,3,2,5,2,0,2,3,2,5,4,3,0,3,2,4,1,1,2,3,1,3,3,2,5,2,3,4,2,5,5,2,2
"Ahlen",1,3,1,4,1,4,3,4,2,4,2,0,4,2,1,3,3,2,3,2,3,3,5,3,0,2,2,4,4,4,1,4,4,1,4,3,3,3,2,3,2,2,5,4,4,1,4,1,1,2,3,0,0,2,5,2,5,4,5,3,3,4,1,4,4,5,3,3,2,4,3,2
"Senden",3,4,2,3,2,5,3,3,4,1,3,2,3,4,3,2,2,1,3,2,2,3,3,3,2,4,4,3,4,2,2,3,3,5,4,4,3,4,3,4,1,3,2,2,0,2,2,1,3,3,2,2,3,5,1,1,5,5,2,3,2,4,3,4,1,1,4,1,3,4,4,3
"Werne",3,4,1,2,1,4,3,1,2,3,5,5,2,4,4,1,4,2,5,1,4,4,1,3,3,5,5,2,4,0,3,4,4,3,1,3,2,0,2,4,4,0,3,2,3,3,3,4,1,4,2,4,2,4,1,5,4,4,2,2,1,4,0,4,1,3,5,3,4,5,3,2
"Iserlohn",2,2,1,2,1,2,4,4,3,5,4,1,4,3,2,5,2,0,0,2,1,0,3,3,2,4,5,3,4,0,0,1,2,3,3,1,2,4,2,3,3,4,2,5,2,1,5,4,5,2,3,4,1,3,4,1,2,4,2,3,3,3,4,1,4,1,3,3,2,3,2,2
"Titz",3,1,0,0,3,1,3,4,1,2,2,4,3,4,1,4,4,4,3,1,3,4,4,1,3,4,4,4,4,5,2,1,4,3,5,4,3,5,4,1,1,5,3,3,2,1,4,3,0,4,3,3,2,1,4,5,4,3,4,5,2,4,4,5,3,3,3,2,4,4,2,2
"Enger",2,1,1,0,3,0,2,4,2,2,1,1,2,0,1,4,4,4,4,1,2,1,1,2,5,2,4,1,1,1,1,3,4,3,1,1,4,0,3,3,2,1,3,4,3,1,2,2,0,2,2,4,2,3,3,4,4,3,2,4,2,4,3,5,3,1,2,4,3,4,0,2
"Herford",3,2,2,2,2,3,3,3,2,1,4,2,3,2,1,0,2,3,2,2,2,2,4,5,3,1,1,3,2,4,4,2,1,3,1,0,3,3,4,0,1,1,4,3,4,2,3,2,2,1,2,2,3,2,2,2,2,3,3,3,3,0,2,3,4,2,2,5,2,2,1,5
"Recke",2,5,2,1,4,2,1,0,4,4,3,4,2,5,3,3,4,2,0,3,4,1,3,4,0,2,0,2,5,3,1,2,4,2,1,3,3,3,2,2,3,0,4,1,1,1,3,4,5,1,4,3,1,3,1,3,3,5,1,1,5,2,2,2,0,1,4,3,1,5,3,3
"Finnentrop",4,2,4,5,2,3,2,0,1,2,5,4,3,4,4,1,4,3,5,4,2,3,4,3,3,2,3,1,3,3,3,3,3,3,2,3,4,3,4,3,4,3,3,1,4,0,4,3,2,4,1,3,2,3,1,3,2,3,2,1,3,0,3,1,3,5,4,1,2,3,2,4
"Waldfeucht",3,2,3,5,3,1,3,2,2,5,5,4,1,2,3,1,2,3,5,2,3,4,1,4,1,3,1,4,1,3,2,5,3,2,3,2,0,5,3,5,3,4,0,3,0,4,3,4,3,4,3,3,2,1,4,4,3,3,2,4,0,4,2,2,5,1,4,4,4,2,3,4
"RhedaWiedenbrueck",2,5,4,3,4,2,2,2,1,3,3,2,4,4,3,3,4,3,1,3,3,4,5,2,5,1,0,2,2,5,4,3,4,1,3,2,5,3,3,3,5,4,1,3,3,0,2,1,2,4,3,3,1,4,4,2,3,4,2,3,2,3,4,2,5,2,4,2,2,2,2,4
"Brueggen",5,3,3,1,4,4,2,5,2,0,5,3,1,1,2,3,3,4,5,3,2,2,3,4,4,3,2,2,3,1,0,2,1,5,4,3,2,1,0,3,2,4,2,3,4,2,1,1,2,2,5,2,3,3,4,5,3,4,2,4,4,3,2,3,2,2,0,2,4,2,4,4
"Erkelenz",4,3,3,1,2,2,3,3,2,4,3,5,0,4,3,3,2,2,2,1,2,3,1,3,5,3,1,2,4,5,2,4,3,5,3,3,2,5,5,2,2,3,3,3,3,5,0,2,5,3,2,3,0,2,3,5,1,4,0,4,2,4,2,4,1,2,5,3,2,4,4,4
"Weeze",4,3,1,4,3,2,2,3,2,2,2,4,3,2,2,3,4,4,2,3,0,1,3,2,5,3,3,1,2,1,4,3,1,3,4,4,2,1,2,0,3,3,4,4,3,4,3,3,1,1,2,3,1,1,5,4,3,4,1,2,5,3,4,3,4,2,5,4,4,3,2,4
"Wilnsdorf",4,1,3,1,5,1,1,1,2,0,3,2,2,1,5,5,2,3,1,1,2,4,4,2,2,2,3,1,4,5,3,4,4,2,5,3,3,5,2,3,1,2,2,0,5,0,2,2,3,2,3,3,4,2,4,3,0,5,5,5,3,3,0,3,3,4,4,3,2,1,5,2
"Datteln",3,0,2,1,4,4,3,4,3,5,1,2,1,4,4,4,2,3,3,5,5,1,2,5,3,2,4,4,1,3,4,3,4,2,5,5,3,4,3,1,3,4,3,4,3,2,4,1,3,3,5,2,2,3,0,2,2,2,1,5,2,0,3,2,3,4,0,1,3,1,5,5
"Borken",2,5,3,3,0,5,5,0,1,2,3,3,4,5,5,4,2,4,0,4,1,3,1,4,2,3,2,3,1,2,5,2,2,4,2,3,2,3,5,3,3,0,4,3,5,2,2,3,2,2,2,5,3,2,2,2,1,3,4,4,1,2,2,3,2,2,2,3,4,2,4,2
"Bergkamen",2,4,1,4,1,5,4,1,4,5,4,4,1,3,1,3,3,2,4,3,4,1,4,2,2,5,1,2,3,3,1,3,1,3,4,2,3,1,3,2,3,2,4,1,3,3,3,5,1,4,1,4,2,4,4,4,4,2,2,3,4,3,3,3,4,4,1,3,4,2,1,1
"Oberhausen",4,5,3,4,1,5,0,4,0,2,3,4,3,4,1,1,1,3,1,2,4,4,1,1,3,1,4,4,3,2,0,5,1,5,3,4,5,1,4,3,1,4,3,4,2,1,5,3,4,4,4,3,4,5,3,4,3,2,2,0,2,3,3,1,0,1,1,2,3,3,3,3
"Wettringen",2,1,2,2,3,2,3,2,1,5,2,1,1,3,2,3,5,3,4,4,2,0,1,5,5,2,2,1,3,5,2,3,4,2,2,0,3,1,4,1,4,3,2,2,1,1,3,3,1,4,3,5,5,2,5,3,4,2,4,2,3,4,3,3,0,0,4,1,1,4,4,5
"Attendorn",1,4,3,4,1,4,2,4,0,3,3,4,2,0,2,2,0,2,2,0,2,3,5,3,2,3,2,2,1,4,3,5,5,4,2,3,5,4,3,3,1,3,2,2,1,3,0,4,5,3,1,4,3,5,4,5,4,5,4,1,1,2,3,2,1,3,1,3,5,4,4,3
"Herdecke",2,1,3,1,4,0,3,2,3,2,3,3,4,1,3,5,2,3,5,2,2,5,1,2,3,2,3,4,4,4,1,0,3,4,1,4,3,5,3,2,5,4,2,3,4,1,1,4,3,3,2,4,2,3,3,3,3,3,4,2,5,2,1,4,0,4,3,3,2,3,2,2
"Bergheim",4,3,3,2,5,3,2,2,2,4,3,3,5,4,4,4,2,3,3,4,4,3,2,2,3,4,3,2,3,1,2,2,4,2,3,2,2,3,3,3,4,4,4,5,5,3,4,4,0,3,4,1,5,2,3,2,3,4,2,4,1,1,1,1,2,1,3,2,3,4,3,3
"Much",4,2,4,1,3,1,4,5,4,4,5,4,1,3,4,2,1,4,4,1,4,3,4,1,0,4,3,4,3,0,0,1,1,4,1,1,3,5,3,0,2,1,3,0,2,2,2,2,3,5,4,3,3,2,3,2,4,4,1,3,0,1,2,3,4,1,2,4,3,3,2,1
"Eitorf",3,1,1,2,3,2,3,1,3,3,4,3,2,2,4,2,3,4,4,0,2,3,3,3,3,4,4,3,1,2,2,2,3,5,1,1,2,3,3,1,2,0,2,1,3,0,3,2,0,1,4,3,3,2,3,1,3,3,4,4,4,0,5,1,1,2,4,4,2,2,4,4
"Neuss",4,4,1,3,5,3,2,2,2,1,3,4,2,4,4,3,4,1,2,5,4,1,2,4,2,4,3,2,2,3,4,4,1,4,3,4,1,3,5,1,3,4,0,2,2,3,2,4,3,1,1,4,3,4,4,2,3,4,0,3,2,3,4,2,2,4,3,2,3,2,1,2
"MendenSauerland",2,4,5,5,2,4,5,1,5,2,2,5,3,4,1,2,1,2,5,3,4,5,4,3,3,3,2,4,1,3,3,2,5,4,4,2,1,2,2,2,3,0,3,3,4,3,4,3,3,4,4,3,1,2,3,0,1,2,4,3,3,4,1,2,3,3,2,2,3,4,4,4
"Wuelfrath",1,1,1,2,1,0,2,2,4,4,2,2,2,4,3,2,4,3,0,3,4,0,5,1,3,3,2,2,2,2,3,1,1,4,1,4,1,4,4,4,4,3,3,3,0,1,4,5,3,5,4,3,3,1,2,4,4,5,4,3,3,3,2,5,4,5,4,0,4,1,2,0
"Lippstadt",3,5,2,3,3,3,5,1,3,4,1,1,2,3,3,2,2,4,2,4,1,3,4,5,4,4,1,4,2,4,3,2,4,5,5,2,4,1,1,3,3,4,1,5,2,0,2,3,4,3,4,1,1,2,2,4,2,4,4,2,4,4,2,2,4,2,4,3,1,1,1,2
"Lichtenau",1,0,2,5,1,4,2,0,4,5,2,4,0,0,3,1,3,4,2,1,3,3,2,2,3,3,2,2,3,1,3,1,4,1,4,4,5,4,1,1,3,3,1,0,5,5,2,1,4,3,2,0,1,4,2,1,0,3,3,2,3,2,3,5,2,3,0,3,3,3,1,3
"Hallenberg",2,2,2,1,2,2,2,2,4,4,5,2,5,2,0,4,1,4,3,1,1,5,3,1,4,3,4,5,5,3,0,3,5,3,2,2,2,3,1,3,5,4,3,1,2,1,4,3,3,2,4,4,3,4,2,3,1,4,5,2,3,3,1,3,2,3,1,2,5,2,1,4
"Gevelsberg",2,1,4,3,3,4,3,0,3,3,3,3,2,3,3,3,3,5,4,4,4,2,2,3,4,4,0,3,4,2,5,4,3,3,3,4,0,3,4,0,4,4,5,1,3,4,4,5,3,4,2,0,2,4,4,3,4,2,1,4,5,3,3,4,5,2,5,2,1,5,3,0
"Havixbeck",5,1,1,2,4,2,4,3,3,1,2,3,3,1,4,4,2,1,4,3,2,4,2,3,5,4,2,4,2,1,4,1,0,2,4,2,3,1,4,4,2,1,2,4,3,5,1,4,1,1,5,2,4,2,1,4,2,3,2,5,3,4,0,3,0,4,0,4,3,3,1,3
"Petershagen",1,3,3,2,5,4,4,1,1,2,3,3,1,2,3,0,4,1,3,4,2,1,3,4,2,4,4,4,2,5,3,3,1,3,2,3,2,5,2,3,4,4,4,2,5,1,5,3,1,3,0,4,4,4,2,4,1,3,1,3,3,2,4,1,3,4,1,4,0,4,2,3
"WertherWestf",5,2,4,3,1,0,4,2,1,4,3,1,2,2,3,4,2,2,1,1,3,2,4,1,2,2,3,1,4,4,3,0,0,0,1,1,3,0,2,3,3,1,3,4,4,3,3,4,3,2,3,4,4,3,5,4,2,0,1,3,4,4,0,1,3,2,3,4,3,4,0,1
"Kleve",3,5,3,2,1,2,1,4,4,3,4,2,2,1,4,2,2,5,2,5,2,1,4,4,3,4,2,3,0,4,1,3,4,5,2,4,3,2,4,5,2,2,4,1,0,3,3,0,4,3,5,1,0,4,3,4,3,2,0,5,2,3,2,5,1,2,1,4,3,5,1,2
"Verl",5,2,5,4,3,3,5,3,4,1,0,4,1,4,1,1,2,1,3,3,1,1,2,4,2,1,1,5,1,2,3,3,1,4,4,2,4,2,2,0,5,5,4,3,3,1,2,2,1,4,1,1,0,3,5,3,3,2,0,0,3,2,1,4,3,2,2,1,0,4,0,2
"HerzebrockClarholz",2,3,4,4,4,4,3,3,3,3,3,4,1,3,1,1,1,3,4,5,1,4,3,4,3,0,4,4,2,2,0,4,5,1,4,2,1,3,4,0,4,2,4,1,1,4,5,4,3,1,4,4,4,5,2,0,2,4,3,4,0,3,4,3,3,3,2,3,2,1,4,3
"Ibbenbueren",3,2,5,2,1,1,3,3,4,4,3,0,4,1,3,3,5,3,2,2,0,5,4,3,5,3,3,3,3,1,2,4,2,5,1,3,4,2,1,5,3,1,4,4,5,3,2,3,4,4,2,3,2,4,2,4,1,4,4,4,1,3,2,1,4,4,3,2,2,3,0,2
"Erkrath",2,4,4,3,3,2,4,1,4,2,2,0,4,1,1,3,1,3,4,1,4,1,3,5,4,2,3,2,4,4,4,5,3,1,1,1,1,1,0,5,1,2,3,2,4,4,1,4,3,1,3,4,3,1,3,4,4,2,1,5,4,2,4,3,3,2,3,2,1,5,4,3
"Lennestadt",2,2,3,1,2,2,3,5,3,3,4,3,4,3,3,3,0,3,2,0,0,4,3,3,4,3,5,4,2,4,2,5,1,2,2,2,2,4,4,3,2,4,2,2,4,4,4,1,1,4,0,1,2,4,1,4,1,3,3,4,2,1,3,4,4,2,4,5,2,4,1,4
"OerErkenschwick",3,3,4,2,2,3,1,2,1,1,4,3,4,3,4,5,0,1,3,3,1,5,1,4,0,1,1,1,3,3,5,2,2,0,4,4,3,4,4,3,2,5,3,3,5,2,4,2,4,4,0,5,3,4,4,2,4,1,4,2,3,4,2,1,3,4,1,5,1,5,3,5
"Huenxe",5,4,3,3,2,5,2,1,4,2,3,4,4,4,5,4,2,1,5,3,5,3,3,2,2,2,1,5,5,3,0,4,2,3,3,2,3,3,5,2,4,4,4,3,5,4,2,0,3,0,3,2,5,4,3,4,3,1,3,2,1,2,4,3,2,2,3,1,3,3,4,1
"Lienen",1,2,2,5,2,3,1,1,4,4,3,1,3,3,2,2,2,1,2,2,1,5,3,1,2,5,3,3,5,1,2,5,3,1,0,2,2,2,4,4,0,3,3,2,5,1,2,3,4,3,5,3,3,4,3,2,3,3,4,1,2,4,4,3,4,5,2,5,3,2,3,1
"Noervenich",3,2,3,0,2,5,3,4,2,4,2,3,2,2,2,1,2,3,4,1,1,5,1,2,5,1,2,2,3,3,3,4,1,3,3,3,3,4,2,2,1,3,3,5,2,4,3,2,0,1,4,2,1,2,4,1,4,5,2,2,2,1,2,4,4,4,1,5,3,3,5,4
"Erndtebrueck",2,2,5,1,1,1,3,3,4,2,3,3,4,3,2,1,2,5,2,4,1,1,2,3,2,1,2,4,2,1,4,4,2,4,2,3,1,0,2,3,2,2,3,3,2,3,4,3,2,4,3,2,2,5,2,0,4,4,4,4,3,4,1,2,4,3,2,4,2,0,5,2
"Marsberg",1,2,2,3,0,2,3,1,4,4,1,1,1,4,2,4,3,2,5,0,4,2,2,5,2,2,2,1,3,4,2,2,1,3,5,1,3,3,3,2,1,2,1,4,3,2,5,5,2,3,1,2,4,0,0,3,2,3,5,2,1,5,3,3,4,1,4,1,2,3,1,2
"Everswinkel",3,1,4,0,5,3,2,4,3,5,5,3,2,2,2,2,4,4,4,3,3,4,2,5,2,3,4,1,3,4,5,4,2,3,1,1,3,1,2,3,4,5,4,4,3,2,3,5,4,2,1,3,0,4,3,4,2,3,2,2,2,2,2,5,2,0,2,4,1,1,1,5
"Euskirchen",3,4,1,1,1,3,5,3,3,1,4,2,3,2,5,1,1,4,4,5,3,5,2,1,5,4,3,4,4,5,4,2,4,1,1,2,4,2,2,1,4,3,4,1,4,3,1,3,3,4,4,4,3,1,5,2,2,0,1,4,4,3,1,2,3,3,3,3,2,0,2,3
"BadLippspringe",4,3,2,3,2,1,5,1,3,1,4,3,3,2,3,1,5,2,1,3,3,1,4,3,3,2,1,3,3,0,5,2,3,1,4,4,1,3,4,1,1,2,0,2,1,1,4,2,4,3,3,4,4,3,4,4,3,2,4,4,4,3,4,2,3,3,2,3,5,2,1,3
"Huertgenwald",3,2,3,2,3,1,4,3,4,0,3,2,3,2,4,3,4,3,3,3,2,3,4,1,3,4,3,5,2,5,1,3,4,0,0,5,4,4,5,2,2,4,3,1,1,3,4,2,5,2,3,4,5,2,0,3,2,3,1,3,2,5,2,2,2,2,0,4,5,3,2,2
"Plettenberg",5,2,3,1,1,3,2,0,2,3,3,1,5,1,3,3,3,4,4,2,3,2,3,2,3,1,3,4,4,2,1,1,4,2,3,5,5,3,4,4,1,2,4,4,3,4,1,2,1,4,0,4,1,3,5,3,2,2,4,1,1,1,3,4,0,2,1,4,2,2,2,0
"Kalletal",3,4,4,3,4,1,5,1,0,3,3,4,1,1,2,1,5,0,4,1,5,4,5,1,2,3,0,4,3,4,4,2,0,2,2,4,2,2,0,2,1,4,2,2,4,3,2,2,4,2,5,1,1,3,3,2,3,4,1,4,2,3,3,4,2,4,4,2,3,2,1,1
"GronauWestf",2,0,2,2,2,4,3,4,0,2,4,3,2,4,0,4,4,2,3,3,3,5,2,3,3,2,4,4,2,4,3,3,3,1,1,4,3,4,3,1,2,2,3,4,5,5,3,4,4,2,2,1,0,2,3,4,4,4,3,1,1,2,4,2,2,1,0,1,2,1,2,4
