,activity01,activity02,activity03,activity04,activity05,activity06,activity07,activity08,activity09,activity10,activity11,activity12,activity13,activity14,activity15,activity16,activity17,activity18,activity19,activity20,activity21,activity22,activity23,activity24,activity25,activity26,activity27,activity28,activity29,activity30,activity31,activity32,activity33,activity34,activity35,activity36,activity37,activity38,activity39,activity40,activity41,activity42,activity43,activity44,activity45,activity46,activity47,activity48,activity49,activity50,activity51,activity52,activity53,activity54,activity55,activity56,activity57,activity58,activity59,activity60,activity61,activity62,activity63,activity64,activity65,activity66,activity67,activity68,activity69,activity70,activity71,activity72
Schoeppingen,3,3,2,1,3,3,3,0,4,2,4,4,2,0,5,1,3,2,4,1,4,2,5,3,2,2,3,4,2,3,2,4,3,4,4,2,5,2,4,2,1,2,3,4,2,2,1,4,2,3,2,4,2,3,2,2,1,3,4,4,1,4,4,0,1,3,3,2,0,5,2,3
Uedem,4,3,2,0,2,0,4,4,3,2,1,5,2,2,2,3,1,2,2,1,3,2,5,0,3,4,3,1,2,5,2,0,5,5,3,2,1,4,4,1,1,5,5,1,3,0,2,5,3,4,4,2,1,2,2,3,2,4,1,4,4,2,3,5,1,2,2,2,4,1,2,4
FroendenbergRuhr,3,2,2,1,3,3,4,4,1,4,3,1,3,1,5,1,1,1,4,5,4,4,2,2,3,5,3,3,4,2,2,4,1,0,4,5,2,2,2,3,1,4,2,3,1,3,2,4,1,5,3,3,3,0,2,1,3,3,1,4,0,1,3,5,2,3,4,2,2,3,3,4
Coesfeld,2,3,1,5,2,2,4,4,3,2,4,0,2,0,2,2,2,3,3,5,2,5,5,4,1,0,1,2,4,2,4,3,3,3,2,1,2,5,2,2,3,1,1,2,4,2,3,1,2,3,2,3,2,1,4,4,5,4,0,4,3,4,3,4,2,1,1,4,1,5,4,4
Kalkar,3,3,4,4,1,3,4,5,3,1,1,2,4,0,3,4,3,0,3,4,3,4,2,3,4,4,2,3,1,4,2,3,4,4,1,3,3,4,2,1,5,5,4,5,3,2,1,5,1,3,5,1,0,3,2,5,3,2,4,0,3,3,2,1,2,3,2,2,3,3,2,4
Sassenberg,3,4,4,3,5,2,3,2,4,1,1,4,2,3,3,2,2,1,4,2,3,0,2,3,2,4,0,1,2,3,2,3,4,2,4,5,2,2,3,4,3,1,1,0,4,3,4,2,5,1,3,3,1,5,2,4,4,2,2,2,3,4,4,2,4,3,1,5,1,4,4,4
Viersen,4,4,3,4,4,3,5,2,4,4,5,2,5,3,3,1,5,2,0,2,2,1,1,4,5,4,5,5,1,0,3,3,2,3,4,1,2,5,2,2,4,2,4,3,3,0,3,4,3,2,5,3,1,2,2,1,2,0,1,1,4,4,3,2,4,2,0,3,1,3,2,4
Buende,1,2,2,5,2,2,4,3,0,3,0,2,3,1,4,1,4,2,5,0,3,4,3,0,2,1,3,0,2,2,2,2,3,2,2,4,3,4,3,3,4,5,3,3,3,3,2,2,2,1,4,2,3,3,3,3,2,3,4,0,2,4,0,4,4,4,2,4,5,5,1,1
Oelde,3,2,3,5,4,0,2,3,4,3,4,2,4,3,2,3,2,1,1,2,4,3,1,0,1,4,4,2,4,4,4,1,1,2,2,3,2,0,3,2,4,2,4,4,1,2,3,3,2,1,3,2,3,3,4,4,3,3,2,3,4,2,3,1,4,1,1,3,1,3,3,5
SchiederSchwalenberg,4,4,4,3,1,0,2,3,3,2,2,1,2,3,4,4,5,3,3,2,4,4,4,3,2,3,5,4,2,4,2,4,3,4,2,5,2,5,2,2,4,2,1,2,1,4,4,1,2,3,4,2,4,1,4,2,2,4,2,2,1,2,3,4,3,4,3,4,2,5,4,1
Spenge,3,2,1,2,2,3,2,3,3,2,4,3,2,4,2,3,1,3,5,4,4,2,1,4,4,2,4,2,4,2,2,1,4,3,2,1,4,2,4,3,2,5,0,1,2,3,3,2,3,2,0,3,5,2,3,4,3,3,1,3,3,2,4,3,4,0,5,5,3,4,5,2
Wesel,3,4,4,4,3,4,2,4,5,4,4,0,1,2,3,1,1,4,4,1,1,2,1,0,4,4,2,2,1,4,3,5,4,3,1,2,4,1,2,2,0,1,2,5,5,3,3,3,3,3,2,1,2,2,0,3,2,3,1,3,5,1,5,4,5,2,5,3,2,5,4,1
WickedeRuhr,5,2,2,4,4,5,2,3,2,1,2,2,4,4,2,5,4,3,3,2,2,3,4,2,3,4,1,4,0,4,3,4,5,4,3,1,2,0,4,3,1,1,4,1,4,2,2,3,3,2,3,1,3,3,4,1,4,4,2,0,1,1,3,5,2,4,5,1,5,1,4,5
Steinhagen,2,4,3,2,4,3,3,5,4,3,3,4,0,4,2,3,4,4,2,3,3,3,1,0,4,2,4,2,0,1,0,5,4,2,2,3,2,5,2,2,4,4,2,3,1,2,0,2,4,1,2,0,3,5,5,4,2,5,3,5,3,3,1,2,0,2,5,3,0,1,3,3
Bielefeld,3,1,4,1,3,0,4,2,4,5,3,2,1,3,2,3,1,2,1,3,2,3,4,5,2,5,1,5,2,3,4,4,3,5,2,1,4,1,4,1,2,4,3,2,1,4,3,0,4,4,2,4,1,4,3,2,3,4,1,4,3,2,2,2,3,5,0,2,3,4,3,2
Olpe,3,3,3,4,4,3,3,3,3,3,3,3,3,3,5,2,4,2,3,4,1,4,2,2,3,2,4,2,3,1,4,3,2,4,3,3,2,2,3,3,4,3,3,2,1,3,1,3,5,2,3,4,3,2,5,0,3,2,3,2,4,1,1,5,4,2,1,4,2,3,3,3
Werdohl,4,4,3,3,2,3,1,4,3,2,3,5,1,0,1,0,2,5,2,1,3,1,1,2,2,3,4,3,3,1,3,2,5,2,2,2,3,3,3,1,2,4,2,4,4,3,1,3,2,4,5,3,3,5,2,2,1,3,2,4,4,4,3,1,3,1,3,3,2,5,3,4
Kamen,0,3,2,3,1,2,1,3,3,3,2,3,4,4,2,2,2,5,4,2,1,3,3,2,4,1,2,4,2,2,1,2,1,4,3,3,3,1,0,2,1,3,3,4,3,4,3,2,3,4,2,1,3,2,5,4,1,1,3,1,4,5,2,0,5,1,4,2,3,1,5,3
Emsdetten,2,2,2,0,5,0,1,1,2,3,2,4,3,3,2,4,3,1,4,3,1,2,1,3,3,4,4,3,4,3,3,4,1,1,5,2,3,4,3,2,5,4,2,2,3,2,3,5,2,1,3,1,1,1,2,4,2,4,2,1,1,2,3,4,1,1,3,1,4,2,4,4
Brakel,3,1,2,2,2,1,5,1,4,5,3,3,3,3,1,1,2,1,5,2,2,5,2,1,4,5,3,3,5,3,4,2,2,4,3,2,2,2,3,2,4,3,4,1,3,2,3,4,2,3,3,5,3,3,4,3,2,5,2,4,3,3,4,4,4,5,4,0,3,5,2,3
Roedinghausen,2,4,4,3,3,2,2,2,3,1,2,5,3,3,0,0,2,1,2,1,5,2,4,2,4,1,1,5,4,5,1,0,3,2,2,0,4,4,3,2,1,3,3,2,3,2,4,3,4,0,4,1,1,2,2,4,1,2,1,4,1,1,4,2,3,3,4,5,2,2,3,4
Xanten,3,0,3,0,4,3,2,1,0,2,3,2,2,4,1,0,3,5,2,4,3,2,5,4,4,1,3,3,2,4,3,4,2,2,2,2,2,4,2,4,4,3,2,5,4,4,3,3,3,1,4,0,1,1,2,0,3,2,3,1,4,2,3,2,4,1,5,1,2,2,2,4
Haan,1,4,1,4,2,5,3,3,2,2,1,4,2,4,2,0,2,1,5,3,0,4,2,3,3,4,2,4,3,3,5,5,1,1,3,5,2,2,2,3,4,4,0,5,1,3,4,2,5,3,3,4,3,1,2,3,4,3,5,4,1,3,3,4,3,5,2,3,1,4,2,4
HalleWestf,0,5,4,2,1,2,2,3,1,3,4,4,3,5,1,0,1,3,4,4,5,3,3,3,4,5,1,2,4,4,0,1,4,3,3,3,4,4,3,0,1,1,3,2,1,3,3,0,3,5,4,1,3,2,0,0,1,3,3,1,1,5,2,2,4,2,1,4,2,2,5,1
Gladbeck,5,1,4,3,3,4,3,4,4,4,2,3,2,5,2,2,2,1,3,3,3,2,4,1,1,0,0,2,2,1,2,4,4,5,4,4,2,3,2,2,1,5,4,5,4,5,3,2,0,3,1,3,4,1,4,5,3,2,2,3,4,3,2,3,4,4,3,2,3,4,4,4
Heimbach,1,3,3,4,4,3,4,1,4,3,2,0,4,2,1,1,4,2,2,3,3,3,3,2,5,1,4,4,4,5,1,2,4,4,3,4,3,2,5,3,3,5,2,2,4,1,5,3,5,4,5,4,0,2,3,1,1,1,1,3,4,3,2,2,4,3,1,5,3,0,4,3
Beelen,2,3,2,1,4,4,3,4,3,3,2,2,4,3,2,4,2,3,1,2,1,1,3,2,2,5,2,2,4,2,1,2,0,3,0,4,5,2,4,1,4,3,5,5,4,1,3,2,2,4,0,2,4,2,3,5,4,2,3,1,4,0,2,4,4,2,2,3,4,1,1,1
Medebach,5,1,5,0,4,2,2,2,3,4,2,3,2,1,2,3,4,4,1,5,4,2,2,4,3,4,2,2,4,1,3,2,1,1,4,3,1,3,1,1,4,4,2,4,5,4,4,4,3,3,2,1,5,5,3,2,2,4,3,1,4,4,3,5,4,4,3,1,3,1,1,3
NachrodtWiblingwerde,1,3,2,1,0,4,2,4,5,5,3,2,2,2,4,3,3,1,3,3,5,5,4,1,5,2,3,2,3,2,5,2,4,3,5,2,4,3,2,3,4,4,3,1,2,4,1,4,2,2,2,2,2,1,1,3,1,0,3,5,2,0,3,3,4,1,4,3,2,5,2,3
HornBadMeinberg,3,2,4,0,3,2,5,4,2,2,2,0,2,2,3,2,2,3,4,1,2,2,2,4,4,1,0,0,4,2,3,4,3,3,5,2,3,4,4,2,4,4,5,2,1,4,1,4,3,4,4,3,1,5,4,3,3,3,3,5,5,2,1,2,4,1,2,4,2,1,2,3
Warstein,1,2,3,5,1,3,4,5,4,4,4,1,0,2,3,4,5,2,1,4,1,0,1,3,1,5,3,1,4,2,1,1,1,3,4,4,2,5,1,3,2,3,4,2,3,4,3,0,5,2,5,3,2,1,3,3,3,3,4,2,2,1,2,1,4,2,2,2,1,0,4,2
Luegde,4,2,2,1,4,2,0,2,1,2,2,3,4,4,4,4,4,4,4,4,4,1,3,4,3,2,4,5,2,3,4,4,1,4,4,2,3,0,3,4,1,3,4,2,3,3,3,5,2,4,2,3,4,1,2,5,4,3,3,4,5,4,4,2,5,3,1,3,4,4,3,3
Luedenscheid,3,2,2,2,1,4,1,3,2,3,2,3,1,2,3,1,0,1,3,2,4,4,4,4,2,2,2,1,1,5,3,4,2,4,0,4,1,1,3,3,0,5,5,2,2,3,3,5,1,0,5,3,4,3,1,3,2,3,4,3,1,1,4,2,2,3,3,3,3,4,0,2
Schwalmtal,4,2,4,3,1,3,4,2,4,5,3,1,1,0,3,2,5,4,4,3,4,5,1,4,5,5,4,3,4,1,3,2,4,1,2,1,3,2,0,4,1,4,0,2,4,0,4,4,4,2,3,3,3,2,0,1,2,3,4,2,2,3,4,5,1,3,4,5,3,3,5,5
Gummersbach,4,3,2,4,3,4,2,1,4,4,0,3,0,2,4,2,1,5,4,1,0,4,1,3,5,4,3,5,4,4,5,4,4,3,1,4,0,4,5,4,3,3,3,4,3,3,3,2,1,2,0,5,3,3,3,1,4,4,4,1,4,4,2,4,3,3,3,4,1,5,3,2
Ahlen,4,3,1,0,3,1,4,0,2,3,4,4,1,1,3,4,4,0,2,1,0,0,4,2,3,4,1,3,0,3,4,2,0,2,2,1,4,2,0,2,4,3,3,2,5,4,4,3,3,0,1,2,5,3,2,2,0,1,2,3,3,4,3,1,5,3,1,3,1,3,3,4
Senden,1,1,5,5,3,3,3,4,2,3,2,3,3,4,4,3,4,3,5,3,0,0,2,2,2,1,4,2,1,2,2,5,4,3,5,3,3,4,2,3,3,5,1,0,3,2,2,1,1,1,5,1,3,1,3,5,4,2,4,2,4,4,4,4,2,5,4,4,5,4,3,5
Werne,2,2,2,3,4,5,3,4,2,5,3,2,4,4,2,4,5,3,3,3,3,2,4,1,4,2,5,5,3,1,4,2,4,3,2,4,4,0,2,0,3,5,1,3,4,3,0,4,3,4,1,4,1,4,3,3,3,3,1,4,2,1,2,5,3,0,3,5,4,3,4,4
Iserlohn,4,3,3,3,1,0,4,3,4,1,2,4,1,2,3,4,2,2,2,4,3,1,3,3,1,1,3,1,3,0,5,2,4,0,5,1,4,4,4,3,2,1,4,4,2,5,4,2,0,3,1,3,0,4,3,4,3,4,4,2,4,2,5,5,2,1,4,3,4,2,3,2
Titz,4,3,4,3,2,3,4,1,1,4,2,1,5,2,4,4,4,4,4,4,0,2,3,3,5,4,3,0,3,5,3,3,3,4,3,1,1,2,1,2,4,1,4,5,1,3,2,3,1,1,4,3,5,3,3,4,2,4,3,5,5,1,0,2,3,4,4,5,1,1,3,2
Enger,4,3,2,1,1,4,5,2,3,4,2,5,1,3,4,3,4,2,4,4,1,1,1,3,3,5,3,2,1,3,4,3,3,3,1,2,5,3,2,1,1,2,4,3,4,3,4,1,4,0,3,1,0,2,1,3,4,1,2,5,4,0,3,5,2,5,1,2,1,3,4,2
Herford,3,2,2,4,5,2,1,4,3,3,3,3,3,5,3,4,2,4,3,3,1,2,0,3,2,2,2,3,5,2,2,4,2,3,4,4,3,1,3,3,3,3,3,3,1,3,0,5,2,1,0,4,3,1,2,1,4,3,4,2,3,5,2,3,2,1,2,4,2,4,5,3
Recke,4,3,1,2,2,4,4,3,2,0,4,3,4,3,3,4,2,4,4,2,1,2,4,3,2,2,4,2,3,4,1,0,5,2,4,2,1,2,3,3,2,4,3,3,5,3,5,1,3,4,1,4,4,1,5,2,4,3,3,1,2,1,2,3,3,2,3,4,3,4,2,3
Finnentrop,0,5,5,4,4,5,2,3,2,3,5,4,3,3,5,4,4,3,3,3,3,4,4,1,3,2,3,1,5,1,3,4,5,0,2,2,3,3,3,3,3,3,3,1,3,0,5,2,4,4,4,4,4,3,3,3,1,5,3,4,1,5,4,3,3,3,3,2,5,2,2,4
Waldfeucht,1,1,3,1,3,3,1,5,1,5,4,3,1,3,0,1,5,3,1,4,3,4,1,5,4,3,5,3,2,3,5,4,2,3,2,4,3,3,2,3,4,4,3,2,3,4,5,1,2,0,3,1,4,4,4,4,4,5,4,4,1,4,4,1,3,3,2,5,3,4,2,3
RhedaWiedenbrueck,4,0,1,4,1,3,4,3,0,1,3,3,2,4,3,3,3,2,3,3,4,4,2,3,1,1,1,4,5,2,1,4,2,1,0,4,3,3,3,5,2,1,3,3,4,4,5,1,1,1,3,2,4,1,2,3,2,3,3,4,3,1,2,2,2,1,1,3,1,2,3,3
Brueggen,4,4,3,1,3,5,5,3,3,1,1,4,4,3,0,2,2,4,0,2,1,4,4,4,3,4,4,4,3,2,2,2,2,2,3,1,3,2,2,3,3,2,5,3,3,3,4,3,3,4,3,2,3,4,4,2,1,4,3,0,3,3,2,4,1,2,1,0,2,2,5,4
Erkelenz,2,1,3,3,3,5,1,3,4,2,4,4,1,4,1,3,3,3,3,4,5,5,5,3,3,4,2,2,2,3,1,1,1,1,4,4,3,2,3,4,4,3,5,1,3,3,3,3,0,2,2,3,4,2,2,3,4,1,1,4,1,2,4,2,3,3,2,3,5,2,3,5
Weeze,0,5,3,4,3,4,3,4,2,1,1,2,2,2,2,5,4,1,4,3,2,0,0,5,1,2,3,4,2,3,1,3,4,2,5,2,1,1,3,4,4,2,3,5,2,1,3,4,1,5,2,2,2,5,4,2,3,3,3,1,4,1,3,1,3,5,3,4,2,4,4,1
Wilnsdorf,4,3,2,2,1,1,1,4,5,1,2,3,1,4,4,1,1,3,1,2,2,3,0,3,4,3,3,2,4,3,5,2,3,4,3,2,4,1,4,2,3,5,3,5,5,3,1,3,2,1,5,0,4,3,2,3,2,3,3,4,3,3,1,3,1,1,3,3,3,1,4,1
Datteln,0,4,3,0,1,3,2,1,2,2,3,3,2,3,0,1,2,1,2,3,4,3,1,4,4,2,1,2,5,2,4,4,3,5,1,1,5,1,3,4,3,3,2,3,2,4,4,2,1,0,4,4,4,3,2,1,3,2,2,2,3,4,0,4,1,3,1,1,3,3,1,2
Borken,1,3,2,2,2,1,3,1,3,2,1,3,1,4,1,2,1,3,4,2,2,2,2,2,4,4,2,3,3,5,4,2,2,2,4,5,2,2,2,5,5,4,2,3,2,3,5,4,2,4,2,4,2,5,1,4,1,2,4,3,2,3,1,3,5,3,2,1,3,1,3,3
Bergkamen,2,1,3,1,3,3,3,2,4,3,2,2,1,5,2,1,3,1,4,1,2,2,4,3,4,4,2,3,1,4,2,1,4,4,1,4,3,3,3,2,4,1,3,5,3,0,4,3,3,3,4,4,4,4,3,3,2,4,1,4,5,2,4,3,3,3,3,4,2,2,1,1
Oberhausen,0,4,4,3,1,4,1,0,1,3,3,4,2,2,0,1,3,5,0,2,2,4,3,3,4,5,4,4,4,5,1,2,2,4,5,3,1,1,3,1,4,3,3,1,3,2,3,4,2,2,0,1,3,3,5,3,4,0,4,3,3,4,2,3,4,5,3,3,4,5,1,0
Wettringen,1,4,2,4,5,1,2,1,2,4,2,1,1,2,0,3,4,1,2,4,2,3,5,2,2,2,3,0,3,2,3,0,2,3,2,2,4,1,0,3,2,0,2,3,4,3,4,5,1,3,3,2,3,5,3,1,1,3,2,2,5,2,4,1,5,5,4,2,4,2,3,0
Attendorn,2,0,1,3,5,1,0,3,3,2,4,5,1,4,1,2,2,3,5,3,3,4,3,3,2,4,3,5,3,3,2,5,3,1,4,1,2,2,0,5,5,3,3,1,4,5,3,3,3,4,2,5,5,1,2,3,1,3,1,0,1,5,3,5,5,0,3,4,2,3,1,3
Herdecke,5,4,2,4,5,3,4,5,3,1,4,1,1,2,4,3,1,3,3,5,1,1,3,5,4,3,2,0,4,5,5,1,5,5,4,2,3,2,4,2,2,3,4,1,4,3,3,0,4,1,4,5,4,2,3,3,1,1,2,3,3,4,0,3,5,2,2,2,3,5,1,1
Bergheim,3,4,5,3,3,3,5,0,4,2,2,5,2,2,3,2,2,3,3,1,4,2,4,3,2,4,5,2,4,1,5,3,4,5,3,4,4,5,3,1,4,2,3,4,1,4,4,3,3,3,4,2,2,0,1,1,1,4,2,4,4,3,1,4,4,2,4,0,4,5,3,5
Much,2,2,3,3,3,2,4,1,4,4,5,1,1,0,0,5,3,1,4,1,2,1,2,1,2,3,4,2,4,2,4,3,2,2,4,3,1,2,3,4,4,4,4,1,2,5,3,4,4,1,4,5,4,4,1,3,2,0,1,2,4,5,3,3,5,4,3,3,3,4,2,1
Eitorf,3,3,1,4,2,2,5,3,4,1,4,4,4,3,1,3,2,2,4,3,2,2,2,0,2,3,1,3,2,3,1,2,2,3,2,4,5,4,1,4,5,4,3,2,2,4,3,3,0,1,1,3,5,5,2,2,1,5,3,3,0,3,1,3,4,2,5,1,2,1,3,2
Neuss,3,2,4,2,1,4,4,0,2,3,5,4,3,4,4,1,2,3,3,3,4,1,1,4,2,2,2,3,2,3,1,2,4,0,3,1,3,4,1,4,5,2,2,2,2,3,3,5,4,3,4,0,5,4,2,3,2,2,2,5,4,2,2,2,1,2,1,4,3,4,1,2
MendenSauerland,2,0,4,2,5,4,2,3,4,2,3,2,1,5,3,4,1,3,3,5,1,5,2,2,3,2,1,5,3,3,2,3,4,3,4,4,3,2,2,0,2,1,1,2,4,2,2,3,5,2,2,3,2,1,4,1,4,3,5,3,4,4,2,1,0,5,3,3,4,1,4,1
Wuelfrath,1,1,1,1,5,0,3,4,1,4,1,2,2,3,2,1,5,0,5,3,2,3,1,1,1,4,2,4,2,2,0,4,3,3,5,4,3,5,1,3,4,5,4,2,1,2,0,3,0,5,4,4,4,2,3,1,4,3,4,2,3,3,4,3,4,5,1,1,4,2,5,3
Lippstadt,2,2,2,4,4,2,5,5,1,1,2,5,4,1,2,3,1,2,2,4,3,1,2,2,4,1,2,2,3,3,4,3,2,2,5,3,3,4,0,3,2,4,2,0,4,5,1,3,2,3,2,4,1,1,1,5,4,5,3,4,3,3,2,1,4,3,4,4,4,3,2,1
Lichtenau,2,2,2,4,5,1,2,4,4,1,1,4,3,3,5,3,2,4,4,3,3,3,3,4,2,3,2,0,2,2,5,4,4,5,2,4,0,2,5,3,3,1,4,2,5,2,4,2,4,1,3,2,3,3,4,3,1,2,3,1,0,4,3,2,1,2,1,4,4,3,4,1
Hallenberg,4,3,1,3,3,5,1,3,3,4,4,4,3,0,4,1,3,5,3,2,4,4,1,3,2,4,4,2,1,1,2,4,1,3,3,3,2,1,3,3,1,2,4,4,4,3,2,4,5,2,5,2,4,2,3,5,4,1,3,4,3,2,3,2,1,3,2,4,4,2,3,2
Gevelsberg,0,3,1,4,4,5,2,4,5,4,2,0,3,1,2,3,3,3,4,4,1,4,4,1,2,4,3,2,3,5,2,2,5,3,2,4,4,4,2,3,1,4,4,5,5,1,2,3,3,4,3,4,3,4,3,5,3,1,2,2,2,2,1,2,3,0,1,2,4,1,2,4
Havixbeck,3,3,3,3,2,2,2,3,1,4,2,4,2,3,4,5,3,3,0,2,4,2,3,3,5,4,2,3,4,1,3,4,2,1,2,2,2,3,3,5,1,4,3,3,3,3,2,3,3,5,5,2,3,3,2,3,4,1,4,4,4,5,3,3,1,3,1,3,3,3,3,3
Petershagen,4,4,1,0,3,2,0,4,4,5,2,1,4,3,3,4,5,4,2,4,3,4,1,3,1,1,4,5,1,3,2,2,2,5,1,1,2,0,1,2,4,5,3,4,2,2,3,1,2,2,4,0,5,0,4,1,4,2,1,4,4,2,4,3,2,5,2,4,1,2,1,4
WertherWestf,4,3,5,4,3,2,4,2,3,3,2,3,3,1,4,2,4,2,3,3,3,1,3,2,2,2,3,4,2,5,1,2,4,2,4,4,3,0,1,2,4,1,2,0,1,0,2,3,4,4,2,1,2,2,3,3,2,4,3,3,3,4,2,4,2,2,3,2,4,3,3,5
Kleve,4,3,4,4,1,5,4,3,4,2,3,3,2,1,2,3,3,1,3,2,3,4,1,2,1,2,1,5,4,5,3,5,3,2,1,1,2,5,2,2,1,0,3,1,3,5,2,2,3,2,3,4,4,4,1,4,2,2,4,5,4,5,1,2,4,4,1,2,3,3,2,4
Verl,4,3,4,4,3,4,3,2,2,2,5,2,3,2,4,4,3,4,2,4,4,4,3,4,2,1,5,3,2,3,1,2,3,2,5,3,4,4,4,1,4,1,2,4,4,1,5,2,0,5,1,4,3,4,3,3,2,0,2,5,5,2,4,4,3,2,2,4,4,1,2,0
HerzebrockClarholz,2,3,2,1,1,4,3,1,1,3,4,3,4,5,4,3,1,4,2,4,3,1,4,4,4,3,0,3,4,1,3,4,3,4,4,2,4,4,4,3,5,1,3,5,3,2,1,5,3,1,5,2,2,4,2,1,3,3,1,0,3,4,1,4,3,2,3,2,1,4,3,4
Ibbenbueren,1,4,0,3,3,4,3,5,3,3,1,4,3,2,2,3,4,1,4,3,4,0,4,2,3,4,1,4,4,2,4,4,1,5,4,3,3,4,0,4,3,4,3,4,2,4,5,4,4,3,5,0,4,2,2,3,4,3,0,4,5,0,4,3,2,5,3,1,3,4,3,4
Erkrath,3,4,2,4,4,2,2,3,4,5,2,1,3,2,2,3,4,4,3,4,3,4,4,2,2,2,5,1,4,2,2,3,3,2,2,4,1,4,2,1,2,3,2,3,4,2,2,2,2,3,4,3,2,4,3,2,2,2,3,4,2,4,4,1,3,5,4,3,2,2,5,2
Lennestadt,5,3,2,3,1,2,2,5,2,3,4,2,4,2,4,3,3,2,4,3,2,3,5,2,1,3,4,4,1,4,3,4,3,2,4,1,3,5,2,3,2,5,5,4,3,1,0,2,0,2,0,5,3,3,5,5,4,4,3,3,4,3,1,3,3,5,2,2,3,0,2,2
OerErkenschwick,3,3,1,1,1,3,4,4,3,5,2,5,4,1,4,1,4,4,5,3,2,3,1,4,2,0,3,3,2,4,1,5,3,3,3,2,4,2,1,0,1,4,2,2,5,4,2,4,2,4,4,2,3,2,3,1,3,0,5,3,5,4,2,2,3,4,4,4,3,1,4,3
Huenxe,4,4,1,0,4,1,4,4,2,3,4,1,0,1,2,3,1,3,2,3,3,3,4,2,2,5,1,2,4,1,2,2,4,0,1,5,4,3,1,5,3,2,4,4,5,1,3,3,1,1,2,2,4,2,2,1,3,3,2,2,4,4,1,4,3,3,4,4,4,2,2,2
Lienen,0,3,2,2,3,2,4,2,3,3,3,2,4,4,5,2,1,4,2,3,1,2,2,3,1,3,1,1,3,2,2,3,3,1,3,2,5,5,3,4,2,4,1,4,2,5,2,1,2,1,2,5,2,5,2,0,4,2,2,2,2,1,5,3,4,2,4,0,4,5,2,0
Noervenich,0,1,1,3,1,4,3,3,3,2,1,1,3,3,5,3,3,4,3,0,3,1,2,3,4,2,3,3,4,3,1,2,4,2,4,2,4,4,2,3,1,2,4,3,1,3,1,1,3,3,4,3,3,1,3,4,2,1,3,4,3,3,3,0,4,1,4,4,1,5,0,2
Erndtebrueck,3,2,3,1,4,1,4,5,3,3,3,3,3,2,4,3,3,1,4,5,4,4,3,3,4,4,2,5,2,2,3,1,5,3,2,2,4,2,1,1,2,2,3,1,3,3,4,1,2,1,0,1,4,4,1,1,3,1,3,2,2,0,1,4,5,4,3,5,5,1,3,0
Marsberg,4,4,1,2,5,3,3,1,2,1,0,5,5,4,2,3,3,4,3,1,3,5,2,5,2,3,0,4,3,1,4,1,2,1,4,3,3,4,3,1,4,1,2,5,2,5,4,1,3,1,4,3,1,1,3,4,3,1,4,1,3,4,3,1,1,4,3,4,2,2,4,4
Everswinkel,2,3,0,1,2,5,2,3,3,3,5,3,1,2,2,1,4,2,1,2,1,3,4,4,2,4,2,2,2,4,3,1,2,4,3,5,2,1,3,2,5,1,4,5,2,4,4,4,1,1,1,4,2,2,4,1,2,2,3,4,2,4,2,2,2,4,3,2,0,2,4,1
Euskirchen,4,3,3,2,3,5,2,4,4,4,3,4,4,2,3,2,3,3,1,2,3,5,3,5,2,4,3,4,2,1,4,4,3,3,2,3,5,3,2,4,3,1,2,4,2,1,4,2,3,5,0,2,4,4,4,2,4,3,3,3,5,5,1,5,1,4,4,2,0,0,3,5
BadLippspringe,4,1,4,1,5,3,2,1,2,3,1,3,3,4,3,4,3,3,3,3,3,3,2,3,4,3,2,2,4,2,2,1,1,4,4,4,3,2,3,1,3,0,2,4,1,3,5,4,1,1,4,2,2,3,4,4,5,4,2,4,3,1,1,4,3,5,4,3,2,4,2,2
Huertgenwald,2,3,3,5,3,2,4,1,3,5,3,5,3,1,3,3,2,4,3,3,2,1,4,3,4,3,1,3,2,4,1,2,4,3,1,1,1,2,2,2,2,5,1,3,3,3,3,3,3,2,2,2,1,2,4,0,3,3,4,1,4,4,3,4,1,1,1,5,2,4,1,2
Plettenberg,4,4,4,1,1,3,3,1,3,2,2,1,4,5,4,1,2,1,4,5,4,2,4,2,3,4,4,4,5,4,3,2,3,4,3,4,2,4,2,2,2,2,3,4,4,4,2,4,3,2,5,3,3,5,3,1,3,3,1,0,2,2,0,4,4,3,5,5,3,1,4,4
Kalletal,2,3,2,2,2,1,0,5,5,2,4,3,5,2,3,4,0,2,5,2,5,1,1,5,5,3,5,2,4,4,2,2,3,2,3,3,2,1,4,1,3,2,3,4,4,3,2,5,4,1,3,2,4,5,3,2,3,1,1,3,4,4,0,4,3,4,4,0,2,2,2,2
GronauWestf,3,2,2,1,4,4,3,3,1,4,0,2,3,2,2,5,2,1,1,4,5,1,1,1,2,4,2,5,3,5,3,3,3,0,4,5,1,1,2,2,4,3,3,3,4,5,1,2,1,0,1,4,3,2,4,3,4,4,2,4,3,1,4,3,1,2,2,5,0,5,4,1
Herten,4,2,1,3,1,4,2,3,2,1,3,5,2,3,4,5,1,1,1,4,4,1,1,3,2,4,4,4,1,3,2,4,4,4,4,1,4,4,2,3,3,3,0,4,2,3,3,0,0,2,5,3,3,3,1,2,4,4,3,0,4,2,2,5,0,3,4,4,5,2,4,3
Doerentrup,3,3,0,2,2,2,3,3,4,0,2,4,5,2,2,2,4,4,3,2,4,2,4,3,3,4,2,5,2,3,1,4,3,1,2,3,4,2,3,4,4,0,0,4,2,1,0,3,1,3,3,5,1,2,4,2,2,4,3,2,3,1,2,2,2,4,4,1,2,4,1,5
